,file,parsed,entities,labels,position_start,position_end
PMC7573160,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7573160\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by Animal Experimentation Committee of the University of Queensland.,[Animal Experimentation Committee of the University of Queensland],['ORG'],[46],[110]
PMC7574678,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7574678\sections\1_body\4_ethics_statement\1_p.xml,"The animal study was reviewed and approved by Institutional Animal Ethics Committe, Indian Institute of Science, Bangalore−560012, India.","[Institutional Animal Ethics Committe, Indian Institute of Science, India]","['ORG', 'ORG', 'GPE']","[46, 84, 131]","[82, 111, 136]"
PMC7574681,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7574681\sections\1_body\6_ethics_statement\1_p.xml,The animal study was reviewed and approved by Institutional Animal Care and Use Committee (Houston Methodist Research Institute).,"[Institutional Animal Care and Use Committee, Houston Methodist Research Institute]","['ORG', 'ORG']","[46, 91]","[89, 127]"
PMC7575714,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7575714\sections\1_body\6_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Ethics Review Board and the Committee on Animal Research of the Catholic University of Louvain.,"[the Ethics Review Board, the Committee on Animal Research of the Catholic University of Louvain]","['ORG', 'ORG']","[46, 74]","[69, 144]"
PMC7575909,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7575909\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Ethics Committee of Dubai Health Authority (DHA) and Dubai Scientific Research Ethics Committee (DSREC-03/2019_10) United Arab Emirates. The participants provided their written informed consent to participate in this study.,"[the Ethics Committee of Dubai Health Authority, Dubai Scientific Research Ethics Committee, United Arab Emirates]","['ORG', 'ORG', 'GPE']","[71, 128, 190]","[117, 170, 210]"
PMC7581790,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7581790\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by The First Affiliated Hospital of Zhengzhou University.,[The First Affiliated Hospital of Zhengzhou University],['ORG'],[46],[99]
PMC7591468,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7591468\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Animal Ethics Committee of Kyushu University.,[the Animal Ethics Committee of Kyushu University],['ORG'],[46],[94]
PMC7591722,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7591722\sections\1_body\5_ethics_statement\1_p.xml,"The animal study was reviewed and approved by the Biology and Medical Ethics Committee, Dalian University of Technology.","[the Biology and Medical Ethics Committee, Dalian University of Technology]","['ORG', 'ORG']","[46, 88]","[86, 119]"
PMC7593406,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7593406\sections\1_body\5_ethics_statement\1_p.xml,"The study involving human participants was reviewed and approved by the Ethics Committee of the center of the national principal investigator, called Comitato Unico Regionale Friuli-Venezia Giulia on 2017, 3 October (Protocol No. 26522) and by the Ethics Committees of all participating institutions. A written and informed consent was obtained from all patients according to the Declaration of Helsinki.","[the Ethics Committee, Comitato Unico, 2017, 3 October, 26522, the Ethics Committees, the Declaration of Helsinki]","['ORG', 'ORG', 'DATE', 'DATE', 'DATE', 'ORG', 'WORK_OF_ART']","[68, 150, 200, 206, 230, 244, 376]","[88, 164, 204, 215, 235, 265, 403]"
PMC7593573,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7593573\sections\1_body\7_ethics_statement\1_p.xml,All research was conducted and parental consent obtained with the approval of the institutional review boards of the University of Pittsburgh (IRB-PRO11050036) and University of North Carolina (IRB-08-0237). Written informed consent to participate in this study was provided by the participants' legal guardian/next of kin. Written informed consent was obtained from the minor(s)' legal guardian/next of kin for the publication of any potentially identifiable images or data included in this article.,"[the University of Pittsburgh, IRB-PRO11050036, University of North Carolina]","['ORG', 'ORG', 'ORG']","[113, 143, 164]","[141, 158, 192]"
PMC7593785,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7593785\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Ethics Committee of Xuzhou Medical University. The patients/participants provided their written informed consent to participate in this study.,"[the Ethics Committee, Xuzhou Medical University]","['ORG', 'ORG']","[71, 95]","[91, 120]"
PMC7593792,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7593792\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Ethics Committee of Helsinki and Uusimaa Hospital District. The patients/participants provided their written informed consent to participate in this study.,"[the Ethics Committee, Uusimaa Hospital District]","['ORG', 'LOC']","[71, 108]","[91, 133]"
PMC7604341,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7604341\sections\1_body\5_ethics_statement\1_p.xml,"The animal study was reviewed and approved by The Animal Care and Use Committee of the South China Agricultural University, Guangzhou, China (approval number 2018B116).","[The Animal Care and Use Committee of the South China Agricultural University, Guangzhou, China, 2018B116]","['ORG', 'GPE', 'GPE', 'CARDINAL']","[46, 124, 135, 158]","[122, 133, 140, 166]"
PMC7604536,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7604536\sections\1_body\5_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by SingHealth and National Health Care Group Research Ethics Committees Singapore. The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by International Animal Care and Use Committee (IACUC), A*STAR.","[SingHealth, National Health Care Group Research Ethics Committees Singapore, International Animal Care and Use Committee (IACUC, A*STAR]","['ORG', 'ORG', 'ORG', 'ORG']","[71, 86, 293, 346]","[81, 149, 343, 352]"
PMC7606978,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7606978\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ethics Committee of the canton of Zurich (project ID: BASEC 2018-02075). The patients/participants provided their written informed consent to participate in this study.,"[Ethics Committee, Zurich, 2018-02075]","['ORG', 'GPE', 'DATE']","[71, 105, 131]","[87, 111, 141]"
PMC7642244,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7642244\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ethics Committee of the Medical University of Vienna. The patients/participants provided their written informed consent to participate in this study.,"[Ethics Committee, the Medical University of Vienna]","['ORG', 'ORG']","[71, 91]","[87, 123]"
PMC7642446,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7642446\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by IRB committee Auburn University. Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements.,"[IRB, Auburn University]","['ORG', 'ORG']","[71, 85]","[74, 102]"
PMC7642470,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7642470\sections\1_body\5_ethics_statement\1_p.xml,"The animal study was reviewed and approved by the Animal experiments were performed at Children’s Hospital Los Angeles under the research protocols (31–08 and 3111) approved by the Animal Research Committee and in strict accordance with the recommendations in the Guide for the Care and Use of Laboratory Animals of the National Institutes of Health. The approval identification for Children’s Hospital Los Angeles is AAALAC A3276-01. Harvesting organs and tissues from wild type and mutant mice following euthanasia using pentobarbital was approved at Justus Liebig University Giessen by the federal authorities for animal research of the Regierungspräsidium Giessen, Hessen, Germany (Approved Protocol GI 20/10 Nr. G 84/2016). Written informed consent was obtained from the owners for the participation of their animals in this study.","[Animal, Children’s Hospital Los Angeles, 31–08, the Animal Research Committee, the National Institutes of Health, Children’s Hospital Los Angeles, Justus Liebig University Giessen, the Regierungspräsidium Giessen, Hessen, Germany]","['ORG', 'ORG', 'CARDINAL', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'GPE', 'GPE']","[50, 87, 149, 177, 316, 383, 553, 636, 669, 677]","[56, 118, 154, 206, 349, 414, 585, 667, 675, 684]"
PMC7642480,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7642480\sections\1_body\6_ethics_statement\1_p.xml,"The animal study was reviewed and approved by all the animal experiment study was controlled and approved by the protocol Ethics Committee of the Second Affiliated Hospital, School of medicine, Zhejiang University, Hangzhou, China.","[Ethics Committee, the Second Affiliated Hospital,, Zhejiang University, Hangzhou, China]","['ORG', 'ORG', 'ORG', 'GPE', 'GPE']","[122, 142, 194, 215, 225]","[138, 173, 213, 223, 230]"
PMC7644785,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7644785\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by Animal Care Committee of McGill University (AUP-7815).,"[Animal Care Committee of, McGill University]","['ORG', 'ORG']","[46, 71]","[70, 88]"
PMC7644804,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7644804\sections\1_body\6_ethics_statement\1_p.xml,The animal study was reviewed and approved by the University of Pittsburgh Institutional Animal Care and Use Committee.,[the University of Pittsburgh Institutional Animal Care],['ORG'],[46],[100]
PMC7645114,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7645114\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Institutional Animal Care and Use Committee of Zhejiang University.,[the Institutional Animal Care and Use Committee of Zhejiang University],['ORG'],[46],[116]
PMC7646258,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7646258\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Institutional review board of Nagoya University. The patients/participants provided their written informed consent to participate in this study.,[Nagoya University],['ORG'],[101],[118]
PMC7652754,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7652754\sections\1_body\5_ethics_statement\1_p.xml,All animal experiments in this research were conducted according to protocols permitted by The Animal Care and Ethics Committee of Tianjin Medical University.,[The Animal Care and Ethics Committee of Tianjin Medical University],['ORG'],[91],[157]
PMC7654174,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7654174\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Institutional Review Board of Peking Union Medical College Hospital. Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements.,[Institutional Review Board of Peking Union Medical College Hospital],['ORG'],[71],[138]
PMC7655657,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7655657\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Public Institutional Review Board designated by the Ministry of Health and Welfare (P01-201802-31-001). The patients/participants provided their written informed consent to participate in this study.,"[the Public Institutional Review Board, the Ministry of Health and Welfare]","['ORG', 'ORG']","[71, 123]","[108, 157]"
PMC7655972,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7655972\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by Animal Ethics Committee of Xiamen University.,[Animal Ethics Committee of Xiamen University],['ORG'],[46],[90]
PMC7656008,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7656008\sections\1_body\5_ethics_statement\1_p.xml,"Our study was approved by the Ethics Committee of Shanghai Children’s Medical Center (SCMC), affiliated hospital of Shanghai Jiao Tong University School of Medicine, department of hematology or pediatric intensive care unit and written informed consent was obtained from patients' parents or guardians.","[the Ethics Committee of Shanghai Children’s Medical Center, Shanghai, Jiao Tong University School of Medicine]","['ORG', 'GPE', 'ORG']","[26, 116, 125]","[84, 124, 164]"
PMC7657266,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7657266\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by University of Iowa IACUC.,[University of Iowa],['ORG'],[46],[64]
PMC7658268,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7658268\sections\1_body\6_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Institutional Animal Care and Use Committee of New York University.,[the Institutional Animal Care and Use Committee of New York University],['ORG'],[46],[116]
PMC7658920,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7658920\sections\1_body\5_ethics_statement\1_p.xml,"This study, part of a protocol entitled “Translational research on soft tissue sarcomas”, was reviewed and approved by the Medical Ethics Committee of the Erasmus MC, Rotterdam, The Netherlands (MEC-2016-213). Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements.","[Translational, the Medical Ethics Committee, Rotterdam, The Netherlands]","['WORK_OF_ART', 'ORG', 'PERSON', 'GPE']","[41, 119, 167, 178]","[54, 147, 176, 193]"
PMC7661436,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7661436\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ethical Committee of Hunan Normal University. The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by Laboratory Animal Ethics Committee of the Second Affiliated Hospital of Hunan Normal University.,"[Ethical Committee, Hunan Normal University, Laboratory Animal Ethics Committee, the Second Affiliated Hospital of Hunan Normal University]","['ORG', 'ORG', 'ORG', 'ORG']","[71, 92, 259, 297]","[88, 115, 293, 354]"
PMC7661473,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7661473\sections\1_body\5_ethics_statement\1_p.xml,"The animal study was reviewed and approved and all experimental procedures were conducted in accordance with the guidelines of the Canadian Council on Animal Care (CCAC) and approved by the Animal Care Committee at the Hospital for Sick Children, Canada and Southeast University, China.","[the Canadian Council on Animal Care, CCAC, the Animal Care Committee, the Hospital for Sick Children, Canada, Southeast University, China]","['ORG', 'ORG', 'ORG', 'ORG', 'GPE', 'ORG', 'GPE']","[127, 164, 186, 215, 247, 258, 280]","[162, 168, 211, 245, 253, 278, 285]"
PMC7662097,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7662097\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Institutional Animal Care and Use Committee (IACUC) of Shanghai Jiao Tong University.,"[the Institutional Animal Care and Use Committee (IACUC, Shanghai]","['ORG', 'GPE']","[46, 105]","[100, 113]"
PMC7667288,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7667288\sections\1_body\5_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by Ethics Committees of all participating centers: Hospital Clínic, Hospital Germans Trias i Pujol, Hospital del Mar, Vall d’Hebron University Hospital, Fundació Althaia Manresa, and Hospital Universitari Doctor Josep Trueta. The patients/participants provided their written informed consent to participate in this study.","[Ethics Committees, Hospital Clínic,, Pujol, Hospital del Mar,, Vall d’Hebron University Hospital, Fundació, Althaia Manresa, Josep Trueta]","['PERSON', 'ORG', 'ORG', 'ORG', 'GPE', 'PERSON', 'PERSON']","[71, 119, 161, 186, 221, 230, 280]","[88, 135, 185, 219, 229, 245, 292]"
PMC7670064,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7670064\sections\1_body\5_ethics_statement\1_p.xml,Animals were bred and housed in the Association for Assessment and Accreditation of Laboratory Animal Care-accredited animal facility of Cincinnati Children’s Hospital Medical Center. All experiments conform to the regulatory standards of the Institutional Animal Care and Use Committee (IACUC) and adhere to IACUC-approved protocols. The study was approved by the IACUC ethics committee at Cincinnati Children’s Hospital Medical Center.,"[the Association for Assessment and Accreditation of Laboratory Animal Care, Cincinnati Children’s Hospital Medical Center, the Institutional Animal Care and Use Committee (IACUC, IACUC, Cincinnati Children’s Hospital Medical Center]","['ORG', 'ORG', 'ORG', 'ORG', 'ORG']","[32, 137, 239, 365, 391]","[106, 182, 293, 370, 436]"
PMC7674173,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7674173\sections\1_body\6_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Ethics Committee for Animal Research at Zhejiang University (Ethics approval number: ZJU20200075).,"[the Ethics Committee for Animal Research at Zhejiang University (Ethics, ZJU20200075]","['ORG', 'PERSON']","[46, 135]","[117, 146]"
PMC7674620,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7674620\sections\1_body\5_ethics_statement\1_p.xml,Ethical review and approval was not required for the study on human participants in accordance with the local legislation and institutional requirements. The patients/participants provided their written informed consent to participate in this study. Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,[],[],[],[]
PMC7674674,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7674674\sections\1_body\5_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by Ethical Committee of Azienda Ospedaliera Universitaria Integrata Verona; N. 1828, May 12, 2010 “Institution of cell and tissue collection for biomedical research in Onco-Hematology”. The patients/participants provided their written informed consent to participate in this study.","[Ethical Committee, N. 1828, May 12, 2010, Onco-Hematology]","['ORG', 'PERSON', 'DATE', 'ORG']","[71, 144, 153, 236]","[88, 151, 165, 251]"
PMC7674778,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7674778\sections\1_body\6_ethics_statement\1_p.xml,All procedures involving live animals were approved by the Institutional Animal Care and Use Committee at Colorado State University. Written informed consent was obtained from the owners for the participation of their animals in this study.,"[the Institutional Animal Care and Use Committee, Colorado State University]","['ORG', 'ORG']","[55, 106]","[102, 131]"
PMC7674920,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7674920\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ethics Committee of São Rafael Hospital (approval number 19883113.0.0000.0048). The patients/participants provided their written informed consent to participate in this study.,[Ethics Committee of São Rafael Hospital],['ORG'],[71],[110]
PMC7674974,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7674974\sections\1_body\5_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by Comité Local d’Ethique pour la Recherche Clinique; reference: CLEA-2016-029, October 12, 2016. Written informed consent to participate in this study was provided by the participants' legal guardian/next of kin.","[Comité Local d’Ethique, Recherche Clinique, October 12, 2016]","['ORG', 'PERSON', 'DATE']","[71, 102, 148]","[93, 120, 164]"
PMC7676439,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7676439\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Achaia’s regional veterinary authority.,[],[],[],[]
PMC7677362,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7677362\sections\1_body\6_ethics_statement\1_p.xml,All experiments were conducted in accordance with the Home Office Animals (Scientific Procedures) Act 1986 under the license number PPL80/2545 at the UEA.,"[the Home Office Animals (Scientific Procedures, 1986, PPL80/2545, UEA]","['ORG', 'DATE', 'PERSON', 'FAC']","[50, 102, 132, 150]","[96, 106, 142, 153]"
PMC7680803,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7680803\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by De Videnskabsetiske Komiteer i Region Hovedstaden. The patients/participants provided their written informed consent to participate in this study.,"[De Videnskabsetiske, i Region Hovedstaden]","['ORG', 'PERSON']","[71, 100]","[90, 120]"
PMC7680960,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7680960\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by Ethical Committee for Animal Experimentation of the University of Genoa (Prot. 319) and the Istituto di Ricerche Farmacologiche Mario Negri IRCCS.,"[Ethical Committee for Animal Experimentation of, the University of Genoa (Prot, 319, the Istituto di Ricerche Farmacologiche]","['ORG', 'ORG', 'CARDINAL', 'ORG']","[46, 94, 125, 134]","[93, 123, 128, 173]"
PMC7686784,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7686784\sections\1_body\6_ethics_statement\1_p.xml,The animal study was reviewed and approved by Animal Care and Use Committee of Yangzhou University.,"[Animal Care, Yangzhou University]","['ORG', 'ORG']","[46, 79]","[57, 98]"
PMC7688626,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7688626\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Ethics Committee of Zhejiang Chinese Medical University (Resolution number ZSLL-2016-139).,[the Ethics Committee of Zhejiang Chinese Medical University (Resolution],['ORG'],[46],[117]
PMC7688779,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7688779\sections\1_body\5_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by The Institutional Review Board at Tongji Hospital of Tongji Medical College, Huazhong University of Science and Technology (TJ-IRB20190502). Written informed consent to participate in this study was provided by the participants' legal guardian/next of kin.","[The Institutional Review Board, Tongji Hospital of Tongji Medical College, Huazhong University of Science and Technology]","['ORG', 'ORG', 'ORG']","[71, 105, 148]","[101, 146, 193]"
PMC7693549,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7693549\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by The Affiliated Hospital of Qingdao University. The patients/participants provided their written informed consent to participate in this study.,[The Affiliated Hospital of Qingdao University],['ORG'],[71],[116]
PMC7701216,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7701216\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ethics Committee of the Xiangya Hospital of Central South University. The patients/participants provided their written informed consent to participate in this study. Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,"[Ethics Committee, the Xiangya Hospital of Central South University]","['ORG', 'ORG']","[71, 91]","[87, 139]"
PMC7703438,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7703438\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ethical Committee on Clinical Study of the First Affiliated Hospital of Anhui Medical University. The patients/participants provided their written informed consent to participate in this study.,[Ethical Committee],['ORG'],[71],[88]
PMC7708318,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7708318\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Nantes University Hospital Ethical Committee and the Committee for the Protection of Patients from Biologic Risks. the Nantes University Hospital Ethical Committee and the Committee for the Protection of Patients from Biologic Risks. All subjects provided written informed consent in accordance with the Declaration of Helsinki. Blood samples were collected from patients included in the EXPRESA cohort study (NCT00721097). The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by the Ethics Committee on Animal Experimentation of the Pays de la Loire (accreditation number: 9456).,"[the Nantes University Hospital Ethical Committee, the Committee for the Protection of Patients, Biologic Risks, the Nantes University Hospital Ethical Committee, the Committee for the Protection of Patients, Biologic Risks, the Declaration of Helsinki, EXPRESA, NCT00721097, the Ethics Committee on Animal Experimentation of the Pays de la Loire]","['ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'WORK_OF_ART', 'ORG', 'PERSON', 'ORG']","[71, 124, 174, 190, 243, 293, 375, 463, 485, 641]","[119, 168, 188, 238, 287, 307, 402, 470, 496, 711]"
PMC7710518,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7710518\sections\1_body\6_ethics_statement\1_p.xml,"The animal study was reviewed and approved by The Ethics Committee of the Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine.","[The Ethics Committee, the Shanghai General Hospital, Shanghai, Jiao Tong University School of Medicine]","['ORG', 'ORG', 'GPE', 'ORG']","[46, 70, 101, 110]","[66, 99, 109, 149]"
PMC7710953,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7710953\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Research Ethics Committee of Guangzhou Medical University. The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by Research Ethics Committee of Guangzhou Medical University.,"[Research Ethics Committee, Guangzhou Medical University, Research Ethics Committee, Guangzhou Medical University]","['ORG', 'ORG', 'ORG', 'ORG']","[71, 100, 272, 301]","[96, 128, 297, 329]"
PMC7714830,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7714830\sections\1_body\7_ethics_statement\1_p.xml,The animal study was reviewed and approved by Landesuntersuchungsamt Rheinland-Pfalz.,[Landesuntersuchungsamt Rheinland-Pfalz],['PERSON'],[46],[84]
PMC7718010,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7718010\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ethics Committee of the Medical University of Vienna. The patients/participants provided their written informed consent to participate in this study.,"[Ethics Committee, the Medical University of Vienna]","['ORG', 'ORG']","[71, 91]","[87, 123]"
PMC7719792,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7719792\sections\1_body\5_ethics_statements\1_p.xml,The studies involving human participants were reviewed and approved by Health Research Ethics Board of Alberta. The patients/participants provided their written informed consent to participate in this study. No animal studies are presented in this manuscript. No potentially identifiable human images or data is presented in this study.,"[Health Research Ethics Board, Alberta]","['ORG', 'GPE']","[71, 103]","[99, 110]"
PMC7719816,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7719816\sections\1_body\6_ethics_statement\1_p.xml,"The animal study was reviewed and approved by the Animal Research Committee of the Sixth People's Hospital, Shanghai Jiao Tong University.","[the Animal Research Committee, Sixth, People's Hospital, Shanghai, Tong University]","['ORG', 'ORDINAL', 'ORG', 'GPE', 'ORG']","[46, 83, 89, 108, 122]","[75, 88, 106, 116, 137]"
PMC7721467,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7721467\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Zhengzhou University. The patients/participants provided their written informed consent to participate in this study. Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,[the Zhengzhou University],['ORG'],[71],[95]
PMC7724019,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7724019\sections\1_body\5_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by the ethics committee of the Sixth Medical Center, Chinese PLA General Hospital, China. Written informed consent to participate in this study was provided by the participants’ legal guardian/next of kin.","[Sixth, Chinese, PLA General Hospital, China]","['ORDINAL', 'NORP', 'ORG', 'GPE']","[99, 121, 129, 151]","[104, 128, 149, 156]"
PMC7726227,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7726227\sections\1_body\6_ethics_statement\1_p.xml,All experimental animal procedures were approved by the Institutional Animal Care and Use Committee of University of Murcia and Fundación Instituto de Investigacion Sanitaria Fundación Jiménez Diaz and performed according to the established guidelines (protocols numbers A13150201 and PROEX084/16).,"[the Institutional Animal Care and Use Committee of University of Murcia, Fundación Instituto de Investigacion]","['ORG', 'PERSON']","[52, 128]","[123, 164]"
