,parsed,entities,labels,position_start,position_end,has_terms
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8129497\sections\1_body\2_methods\1_study_design_and_ethics_a\1_p.xml,"The ethics committee at Seirei Hamamatsu General Hospital, Japan, approved the protocol for this retrospective study (approval no. 3578), which was performed in accordance with the principles of the Declaration of Helsinki. Subjects in this study were identified from a review of the electronic medical records for patients who had undergone epilepsy surgery between February 2019 and February 2021 in the Comprehensive Epilepsy Center at Seirei Hamamatsu General Hospital.","[Seirei Hamamatsu General Hospital, Japan, the Declaration of Helsinki, February 2019, February 2021, Seirei Hamamatsu General Hospital]","['ORG', 'GPE', 'WORK_OF_ART', 'DATE', 'DATE', 'ORG']","[24, 59, 195, 367, 385, 439]","[57, 64, 222, 380, 398, 472]",ethics committee
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8129497\sections\1_body\7_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by The ethics committee of Seirei Hamamatsu General Hospital. The patients/participants provided their written informed consent to participate in this study.,[Seirei Hamamatsu General Hospital],['ORG'],[95],[128],ethics committee
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8129560\sections\1_body\1_methods_and_materials\4_study_approval\1_p.xml,This study was approved by the local ethics committee of the authors' institution.,[],[],[],[],ethics committee
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8129560\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Local ethics committee Goethe University. The patients/participants provided their written informed consent to participate in this study.,[Goethe University],['ORG'],[94],[111],ethics committee
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8131528\sections\1_body\4_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Medical Ethics Committee of Xiangya Hospital Central South University. The patients/participants provided in review their written informed consent to participate in this study. Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,"[the Medical Ethics Committee, Xiangya Hospital Central South University]","['ORG', 'ORG']","[71, 103]","[99, 144]",human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8131682\sections\1_body\6_ethics_statement\1_p.xml,"Written informed consent was obtained from the individual (s), and minor (s)' legal guardian/next of kin, for the publication of any potentially identifiable images or data included in this article.",[],[],[],[],informed consent
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8134681\sections\1_body\4_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by CHFU Ethics Committee. Written informed consent to participate in this study was provided by the participants' legal guardian/next of kin. Written informed consent was obtained from the minor(s)' legal guardian/next of kin for the publication of any potentially identifiable images or data included in this article.,[CHFU Ethics Committee],['ORG'],[71],[92],human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8138036\sections\1_body\2_methods\6_ethical_consideration\1_p.xml,"Prior to conducting the study, ethical approval was obtained from the institutional review board of Jordan University of Science and Technology. In order to maintain their privacy, the participants were informed that the interviews would be recorded, and each participant was able to choose a convenient location for the interview to be held through Zoom. Since the interviews were held 
 ","[Jordan University of Science and Technology, Zoom]","['ORG', 'GPE']","[100, 350]","[143, 354]",ethical approval
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8138036\sections\1_body\5_conclusion\1_p.xml,"Healthcare providers, including nurses, play a significant role during pandemics and other emergencies in facilitating the provision of healthcare and reducing the damage caused by such disasters. Sympathy has been indicated as a nursing ethical value with traits of understanding the needs of patients and their families and providing care based on moral and ethical standards. The standards of practice and ethical codes to be followed by nurses in the provision of healthcare during pandemics or disasters are specified by current laws and agreements. Working in the healthcare sector entails that nurses should think about their ethical responsibilities, challenging duties, and professional and personal values prior to the occurrence of emergencies.",[Healthcare],['ORG'],[0],[10],ethical standards
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8138036\sections\1_body\7_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by This Study was conducted after obtaining the approval of the Institutional Review Board at the Jordan University of Science and Technology. Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements.,"[the Institutional Review Board, the Jordan University of Science and Technology]","['ORG', 'ORG']","[128, 162]","[158, 209]",human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8138428\sections\1_body\4_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Tangdu hospital ethics committee. The patients/participants provided their written informed consent to participate in this study. Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,[Tangdu],['GPE'],[71],[77],ethics committee
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8141585\sections\1_body\1_materials_and_methods\5_procedure\1_p.xml,"After reading the online consent form and agreeing to participate in the study, the participants were familiarized with the two tasks in a counterbalanced order. The participants performed eight trials of both the choice-RT task and the Simon task. Then, the online software randomized the participants to the three experimental groups. Participants in all three groups practiced eight blocks of 20 trials from each task – a total of 180 trials for each task. They completed all eight blocks of one task before continuing to the second task, but the order of tasks was counterbalanced. The only difference between the groups was the administered attentional focus instructions.","[two, eight, three, three, eight, 20, 180, all eight, one, second]","['CARDINAL', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'ORDINAL']","[124, 189, 310, 357, 380, 396, 434, 475, 495, 529]","[127, 194, 315, 362, 385, 398, 437, 484, 498, 535]",consent form
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8141585\sections\1_body\6_ethics_statement\1_p.xml,The study involving human participants was reviewed and approved by the Ethics Committee of the Academic College at Wingate. Written informed consent was not provided because this was an online study. Participants filled an electronic informed consent as was approved by the Ethics Committee and as written in the manuscript.,"[the Ethics Committee of the Academic College, the Ethics Committee]","['ORG', 'ORG']","[68, 271]","[112, 291]",human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8141860\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Instituto Investigación Sanitaria Gregorio Marañón. Written informed consent to participate in this study was provided by the participants' legal guardian/next of kin. Written informed consent was obtained from the minor(s)' legal guardian/next of kin for the publication of any potentially identifiable images or data included in this article.,"[Instituto Investigación Sanitaria, Gregorio Marañón]","['ORG', 'PERSON']","[71, 105]","[104, 121]",human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8144287\sections\1_body\1_methods\1_p.xml,"This is a single center snapshot study of the first 27 consecutive patients who presented with chest pain or ACS and underwent CCT evaluation at the Cardiac Center of King Fahd Armed Forces Hospital (KFAFH) after the lockdown in the city of Jeddah (March 23, 2020). Research and ethics committee approval was obtained prior to the data collection. Total CCT studies, patient disposition and healthcare personnels' infection rates were prospectively collected from the center's key performance indicator database, infection control database and employee health records. All baseline characteristics, assigned strategy, outcome and COVID19 status were obtained from the patients' electronic medical record.","[first, 27, ACS, CCT, the Cardiac Center of King Fahd Armed Forces Hospital, KFAFH, Jeddah, March 23, 2020, CCT]","['ORDINAL', 'CARDINAL', 'ORG', 'ORG', 'FAC', 'ORG', 'GPE', 'DATE', 'ORG']","[46, 52, 109, 127, 145, 200, 241, 249, 354]","[51, 54, 112, 130, 198, 205, 247, 263, 357]",ethics committee
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8144287\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ethics Committee of King Fahd Armed Forces Hospital. Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements.,[Ethics Committee of King Fahd Armed Forces Hospital],['ORG'],[71],[122],human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8144291\sections\1_body\4_ethics_statement\1_p.xml,Ethical review and approval was not required for the study on human participants in accordance with the local legislation and institutional requirements. The patient/participant of this study provided her written informed consent for the analysis and publication of any her potentially identifiable images or data.,[],[],[],[],human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8144523\sections\1_body\5_ethics_statement\1_p.xml,Studies involving human participants were reviewed and approved by the Ethics Committee of the First Affiliated Hospital of Zhengzhou University of Henan Province. The patients/participants provided their written informed consent to participate in this study. Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,"[the Ethics Committee, the First Affiliated Hospital of Zhengzhou University of Henan Province]","['ORG', 'ORG']","[67, 91]","[87, 162]",human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8149731\sections\1_body\4_ethics_statement\1_p.xml,Ethical review and approval was not required for the study on human participants in accordance with the local legislation and institutional requirements. The patients/participants provided their written informed consent to participate in this study. Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,[],[],[],[],human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8149743\sections\1_body\4_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by The Institutional Ethics Committee of the First Affiliated Hospital of Zhejiang University School of Medicine. The patients/participants provided their written informed consent to participate in this study.,"[The Institutional Ethics Committee, the First Affiliated Hospital of Zhejiang University School of Medicine]","['ORG', 'ORG']","[71, 109]","[105, 180]",human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8155348\sections\1_body\1_methods\1_p.xml,"To address this issue, we measured plasma levels of 25(OH)D, testosterone and 17β-estradiol from 160 adult patients (80 females and 80 males divided in four subgroups: A, 40 pre-menopausal females under 45 years; B, 40 males under 45 years; C, 40 post-menopausal females over 55 years; D, 40 males over 55 years) admitted to Lazzaro Spallanzani Hospital, Rome, Italy between March and September 2020, positive for SARS-CoV-2 by RT–PCR from nasopharyngeal swabs, and able to provide informed consent. Plasma samples were collected at clinical admission. Partial pressure of oxygen/inspired oxygen concentration ratio (PaO2/FiO2 ratio), representing a valuable clinical measure of the patient’s respiratory status, were recorded during clinical admission. ELISA kits for 25(OH)D (MyBioSource, San Diego, CA, United States) testosterone (R&D Systems, Minneapolis, MN, United States) and 17β-estradiol (Abcam, Cambridge, United Kingdom) were used according to manufactures’ instructions. Statistical analysis was performed by the Mann–Whitney 
 ","[25(OH)D, 17β-estradiol, 160, 80, 80 males, four, 40, 45 years, 40, 45 years, 40, 55 years, 40, 55 years, Lazzaro Spallanzani Hospital, Rome, Italy, between March and September 2020, RT, Plasma, 25(OH)D, San Diego, United States, Systems, Minneapolis, MN, United States, 17β-estradiol, Abcam, Cambridge, United Kingdom, Mann]","['DATE', 'QUANTITY', 'CARDINAL', 'CARDINAL', 'QUANTITY', 'CARDINAL', 'CARDINAL', 'DATE', 'CARDINAL', 'DATE', 'CARDINAL', 'DATE', 'CARDINAL', 'DATE', 'ORG', 'GPE', 'GPE', 'DATE', 'ORG', 'GPE', 'DATE', 'GPE', 'GPE', 'GPE', 'GPE', 'ORG', 'GPE', 'QUANTITY', 'GPE', 'GPE', 'GPE', 'ORG']","[52, 78, 97, 117, 132, 152, 171, 203, 216, 231, 244, 276, 289, 303, 325, 355, 361, 367, 428, 500, 769, 791, 806, 839, 848, 861, 865, 884, 899, 906, 917, 1026]","[59, 91, 100, 119, 140, 156, 173, 211, 218, 239, 246, 284, 291, 311, 353, 359, 366, 399, 430, 506, 776, 800, 819, 846, 859, 863, 878, 897, 904, 915, 931, 1030]",informed consent
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8155348\sections\2_back\2_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by National Institute for Infectious Diseases, Lazzaro Spallanzani, IRCCS, Rome, Italy. The patients/participants provided their written informed consent to participate in this study.","[National Institute for Infectious Diseases, Lazzaro Spallanzani, IRCCS, Rome, Italy]","['ORG', 'PERSON', 'GPE', 'GPE', 'GPE']","[71, 115, 136, 143, 149]","[113, 134, 141, 147, 154]",human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8155492\sections\2_back\1_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by the Institutional Review Board, Office of Research at Utah State University. The patients/participants provided their written informed consent to participate in this study.","[the Institutional Review Board, Office of Research, Utah State University]","['ORG', 'ORG']","[71, 125]","[121, 146]",human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8160119\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the University of Tennessee Health Science Center. Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements.,[the University of Tennessee Health Science Center],['ORG'],[71],[120],human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8160237\sections\1_body\5_ethics_statement\1_p.xml,"Informed consent was obtained from 33 patients attending the new program, which was approved by the ethics committee of Oita University Faculty of Medicine, and the alternative opt-out method was applied to 44 patients attending the old program, which was approved by the ethics committee of Oita Okanoue Hospital.","[33, Oita University Faculty of Medicine, 44, Oita Okanoue Hospital]","['CARDINAL', 'ORG', 'CARDINAL', 'ORG']","[35, 120, 207, 292]","[37, 155, 209, 313]",ethics committee
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8160241\sections\1_body\4_ethics_statement\1_p.xml,Written informed consent was obtained from the individual for the publication of any potentially identifiable images or data included in this article.,[],[],[],[],informed consent
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8160429\sections\1_body\5_ethics_statement\1_p.xml,Ethical review and approval was not required for the study on human participants in accordance with the local legislation and institutional requirements. Written informed consent to participate in this study was provided by the participants' legal guardian.,[],[],[],[],human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8160441\sections\2_back\1_ethics_statement\1_p.xml,Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,[],[],[],[],informed consent
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8160445\sections\1_body\1_methods\1_p.xml,"This retrospective single-center comparative study was approved by the Ethics Committee of the First Affiliated Hospital of Chongqing Medical University (No: 2017-067). Written informed consent to participate in this study was obtained for all the participants before their data were stored and used for research. This work has been reported in line with the STROCSS criteria (
 ","[the Ethics Committee, the First Affiliated Hospital of Chongqing Medical University (, STROCSS]","['ORG', 'ORG', 'ORG']","[67, 91, 359]","[87, 154, 366]",informed consent
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8160445\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Ethics Committee of the First Affiliated Hospital of Chongqing Medical University. Written informed consent to participate in this study was provided by the participants' legal guardian/next of kin.,"[the Ethics Committee, the First Affiliated Hospital of Chongqing Medical University]","['ORG', 'ORG']","[71, 95]","[91, 156]",human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8170017\sections\1_body\1_methods\3_ethical_considerations\1_p.xml,"This study was approved by the Ethics Committee of Taipei Hospital, Ministry of Health and Welfare (TH-IRB-0021-0001). All procedures performed were in accordance with the ethical standards of the Ethics Committee of Taipei Hospital, Ministry of Health and Welfare and with the 1964 Helsinki declaration and its later amendments or comparable ethical standards.","[the Ethics Committee of Taipei Hospital, Ministry of Health and Welfare, TH-IRB-0021-0001, the Ethics Committee of Taipei Hospital, Ministry of Health and Welfare, 1964, Helsinki]","['ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'DATE', 'ORG']","[27, 68, 100, 193, 234, 278, 283]","[66, 98, 116, 232, 264, 282, 291]",ethical standards
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8170017\sections\1_body\6_ethics_statement\1_p.xml,"The ‘‘Sailing through Adolescence'' course was approved by the ‘‘Committee of School Curriculum Development'' of all participating schools, and was supervised by the teachers. The studies involving human participants were reviewed and approved by Ethics Committee of Taipei Hospital, Ministry of Health and Welfare (TH-IRB-0021-0001) in accordance with the national legislation and the institutional requirements.","[the ‘‘Committee of School Curriculum Development'', Ethics Committee, Taipei Hospital, Ministry of Health and Welfare, TH-IRB-0021-0001]","['EVENT', 'ORG', 'ORG', 'ORG', 'ORG']","[59, 247, 267, 284, 316]","[109, 263, 282, 314, 332]",human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8170022\sections\1_body\3_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Penn State Office for Research Protections. The patients/participants provided their written informed consent to participate in this study.,[Penn State Office for Research Protections],['ORG'],[71],[113],human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8170025\sections\1_body\5_ethics_statement\1_p.xml,This study was carried out in accordance with recommendations of the Research Ethics Committee of Renmin University of China with written informed consent from all subjects. All subjects gave written informed consent in accordance with the Declaration of Helsinki. The protocol was approved by the Research Ethics Committee of Renmin University of China.,"[the Research Ethics Committee, Renmin University of China, the Declaration of Helsinki, the Research Ethics Committee, Renmin University of China]","['ORG', 'ORG', 'WORK_OF_ART', 'ORG', 'ORG']","[65, 98, 236, 294, 327]","[94, 124, 263, 323, 353]",informed consent
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8170408\sections\1_body\1_materials_and_methods\1_study_population\1_p.xml,"A total of 976 PTC patients who received primary total thyroidectomy with central lymph node dissection treatment in the Department of General Surgery at Guangdong General Hospital between October 2017 to September 2019 were reviewed retrospectively in this study. The study was approved by Research Ethics Committee of Guangdong Provincial People’s Hospital, Guangdong Academy of Medical Sciences. All patients gave their informed consent to the collection of data according to the local ethic committee indications. Ultrasound examination (US) was routinely performed to assess the thyroid and lymph node status in all these patients. Computed tomography scan (CT) and positron emission tomography-computed tomography (PET-CT) were used only in some patients as needed. Patients were diagnosed PTC with LNM by pathological examination in the Pathology Department. LNM was defined as preoperatively cN1 with following signs in preoperative ultrasound examination: the ration of transverse/long diameter in cervical lymph node >0.5, blurred corticomedullary boundary, vanished medulla structure, microcalcification or cystic changes (
 ","[976, the Department of General Surgery, Guangdong General Hospital, between October 2017 to September 2019, Research Ethics Committee, Guangdong Provincial People’s Hospital, Guangdong Academy of Medical Sciences, US, PET-CT, LNM, the Pathology Department, LNM, cN1, 0.5]","['CARDINAL', 'ORG', 'ORG', 'DATE', 'ORG', 'ORG', 'ORG', 'GPE', 'ORG', 'ORG', 'ORG', 'ORG', 'GPE', 'CARDINAL']","[11, 117, 154, 181, 291, 320, 360, 542, 721, 805, 840, 866, 900, 1028]","[14, 150, 180, 219, 316, 358, 397, 544, 727, 808, 864, 869, 903, 1031]",ethic committe
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8170408\sections\1_body\6_ethics_statement\1_p.xml,"The study was approved by Research Ethics Committee of Guangdong Provincial People’s Hospital, Guangdong Academy of Medical Sciences. All patients gave their informed consent to the collection of data according to the local ethics committee’s indications.","[Research Ethics Committee, Guangdong Provincial People’s Hospital, Guangdong Academy of Medical Sciences]","['ORG', 'ORG', 'ORG']","[26, 55, 95]","[51, 93, 132]",ethics committee
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8170463\sections\1_body\1_materials_and_methods\3_procedure\1_p.xml,"Participants were invited to download the app voluntarily as a personal mental health support tool from GooglePlay or the iOS App Store, and complete daily reports for a duration of their own choosing. Explanatory statements and consent forms were presented electronically through the app. If the reported date of birth was less than 18 years, an additional consent form for minors was presented, with checks for parental consent. Participants provided consent electronically by pressing an on-screen button indicating that they have read the explanatory statement and consent forms and agree to participate. Participants were also informed of incentives built into the research design, which included additional feedback on positive and negative mood functioning (unlocked after 1 and 2 weeks, respectively), and gaining entries into a prize draw for two cash vouchers ($50AUD).","[GooglePlay, the iOS App Store, daily, less than 18 years, 1 and 2 weeks, two, 50AUD]","['ORG', 'ORG', 'DATE', 'DATE', 'DATE', 'CARDINAL', 'MONEY']","[104, 118, 150, 324, 780, 852, 872]","[114, 135, 155, 342, 793, 855, 877]",consent form
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8170463\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Monash University Human Research Ethics Committee. Written informed consent to participate in this study was provided by the participants’ legal guardian/next of kin.,[Monash University Human Research Ethics Committee],['ORG'],[71],[120],human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8172783\sections\1_body\1_methodology\1_participants_and_procedur\1_p.xml,"Screening and evaluation of 957 older people living in Yinhang Street Community, Yangpu District, Shanghai was performed from November 1 to December 4, 2019. In the current research, we adopted random sampling methods to obtain the sample. The survey was conducted during a routine check-up, which is a well-fare provided by the local government. Among all the participants, there are 407 of them completed the questionnaires (141 from intergenerational family and 266 from non-intergenerational family). The participants were required to be over 55 years old, have normal vision (naked eye or redness), and have the ability to communicate. Informed consent was obtained from them prior to their participation in the survey. The exclusion criteria included having a history of major physical illness, particularly those that may be associated with alterations in brain tissues, as well as abnormalities in the nervous system, including major head traumas (loss of consciousness lasting over 5 min), epilepsy, cerebrovascular diseases, brain tumors, and neurodegenerative diseases. The study protocol was approved by the Ethics Committee of the Shanghai Mental Health Center subsequent to the initiation of the research.","[957, Yinhang Street Community, Yangpu District, Shanghai, November 1 to December 4, 2019, 407, 141, 266, 55 years old, the Ethics Committee, the Shanghai Mental Health Center]","['CARDINAL', 'ORG', 'GPE', 'GPE', 'DATE', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'DATE', 'ORG', 'ORG']","[28, 55, 81, 98, 126, 385, 427, 465, 547, 1116, 1140]","[31, 79, 96, 106, 156, 388, 430, 468, 559, 1136, 1173]",study protocol
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8172783\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ethics committee of Dalian No. 7 People's Hospital. The patients/participants provided their written informed consent to participate in this study.,"[Ethics, Dalian]","['ORG', 'GPE']","[71, 91]","[77, 97]",human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8172793\sections\1_body\5_ethics_statement\1_p.xml,Ethical review and approval was not required for the study on human participants in accordance with the local legislation and institutional requirements. The patients/participants provided their written informed consent to participate in this study.,[],[],[],[],human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8173211\sections\1_body\12_ethics_statement\1_p.xml,Ethical review and approval was not required for the study on human participants in accordance with the local legislation and institutional requirements. The patient provided written consent for all parts of surgery. Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,[],[],[],[],human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8173221\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ethics committee of Northeast International Hospital. The patients/participants provided their written informed consent to participate in this study. Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,"[Ethics, Northeast International Hospital]","['ORG', 'ORG']","[71, 91]","[77, 123]",human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8174658\sections\1_body\10_ethics_statement\1_p.xml,Ethical review and approval was not required for the study on human participants in accordance with the local legislation and institutional requirements. The patients/participants provided their written informed consent to participate in this study.,[],[],[],[],human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8175369\sections\1_body\6_ethics_statement\1_p.xml,Ethical review and approval was not required for the study on human participants in accordance with the local legislation and institutional requirements. Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements.,[],[],[],[],human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8175848\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Shanghai Tongji Hospital Ethics Committee. Written informed consent to participate in this study was provided by the participants' legal guardian/next of kin.,[Shanghai Tongji Hospital Ethics Committee],['ORG'],[71],[112],human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8175891\sections\1_body\1_materials_and_methods\3_procedure\1_p.xml,"Each tested player agreed to participate in the research after getting acquainted with the information on the objectives and principles of carrying out, expected effects, and possible benefits for the study participants. The respondents also familiarized themselves with the risk associated with undergoing the study, indicating the mode and possibility of withdrawing from participation in the study at each stage. Moreover, the respondents were informed that they had the possibility to ask questions and obtain answers to them. All respondents consented to the use of the results of the NEO-FFI research, but did not consent to the use of data that would compromise their anonymity. Competitors have this stipulated in their contracts. The respondents had 1 h to respond to the statements of the NEO-FFI personality questionnaire. The research was carried out in groups of up to 30 people. After the research work was completed, the participants’ data were coded.","[NEO, 1, NEO, up to 30]","['ORG', 'CARDINAL', 'ORG', 'CARDINAL']","[590, 759, 799, 876]","[593, 760, 802, 884]",study participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8175891\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Senate Committee on Ethics of Scientific Research at the University School of Physical Education in Wrocław – number 20/2019. The patients/participants provided their written informed consent to participate in this study.,"[the Senate Committee on Ethics of Scientific Research, the University School of Physical Education, Wrocław]","['ORG', 'ORG', 'ORG']","[71, 128, 175]","[124, 171, 182]",human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8175897\sections\1_body\6_ethics_statement\1_p.xml,Ethical review and approval was not required for the study on human participants in accordance with the local legislation and institutional requirements. The patients/participants provided their written informed consent to participate in this study.,[],[],[],[],human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8175966\sections\1_body\5_ethics_statement\1_p.xml,The study protocol involving human participants was reviewed and approved by the ethics committee of Asan Medical Center (IRB Number: 2021-0058). The informed consent requirements were waived by the ethics committee of Asan Medical Center.,"[Asan Medical Center, Asan Medical Center]","['ORG', 'ORG']","[101, 219]","[120, 238]",ethics committee
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8176110\sections\1_body\1_patients_and_methods\5_ethics\1_p.xml,The study protocol was approved by the ethics committee of the Charité - Universitätsmedizin Berlin (EA2/088/18).,[Charité - Universitätsmedizin Berlin],['ORG'],[63],[99],ethics committee
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8176110\sections\1_body\7_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by ethics committee of the Charité - Universitätsmedizin Berlin (EA2/088/18). Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements.,[Charité - Universitätsmedizin Berlin],['ORG'],[95],[131],ethics committee
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8176117\sections\1_body\4_ethics_statement\1_p.xml,Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,[],[],[],[],informed consent
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8176203\sections\1_body\8_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ethics Committee of Shengjing Hospital. The patients/participants provided their written informed consent to participate in this study. Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article. Informed written consent was obtained from the patient for publication of this report and any accompanying images.,[Ethics Committee of Shengjing Hospital],['ORG'],[71],[109],human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8176283\sections\1_body\0_introduction\1_p.xml,"The prediction of human height has long been of great interest to the medical research community and as a model for complex trait prediction. During the 20th century, much of the adulthood height prediction has been based on parental information ref. (
 ",[the 20th century],['DATE'],[149],[165],medical research
