,parsed,entities,labels,position_start,position_end,has_terms
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5864898\sections\2_back\2_supplementary_material\1_p.xml,"The Supplementary Material for this article can be found online at 
 ",[],[],[],[],False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5865423\sections\1_body\0_introduction\1_p.xml,"Graft-
 ",[],[],[],[],False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5865423\sections\1_body\1_methods\1_patient_population\1_p.xml,"Patients were eligible for this trial if they met the following criteria: age >18 years; a diagnosis of acute leukemia, chronic myelogenous leukemia, myeloproliferative disease, myelodysplasia with less than 5% of blasts in the bone marrow, or a diagnosis of chronic lymphocytic leukemia, non-Hodgkin lymphoma or Hodgkin lymphoma with chemosensitive disease; availability of a 10/10 matched sibling or 8/8 matched unrelated donor; ejection fraction at rest >45% for MA conditioning or >40% for reduced intensity conditioning (RIC); estimated creatinine clearance greater than 50 mL/minute; adjusted diffusing capacity for carbon monoxide (DLCO) ≥40% and forced expiratory volume in 1 second (FEV1) ≥50%; and total bilirubin < 1.5 × and alanine transaminase (ALT)/aspartate transaminase (AST) < 2.5× the upper normal limit. Patients were excluded if they had had a prior allogeneic HSCT, Karnofsky Performance Score <70%, uncontrolled bacterial, viral or fungal infections at time of enrollment, prior intolerance or allergy to Toc, use of rituximab, alemtuzumab, antithymocyte globulin (ATG) or other monoclonal antibody at time of conditioning regimen, or history of diverticulitis, Crohn’s disease, ulcerative colitis or a demyelinating disorder.","[less than 5%, 10/10, 8/8, >45%, MA, >40%, DLCO, ≥40%, 1 second, 1.5, 2.5×, HSCT, Karnofsky Performance Score, ATG]","['PERCENT', 'CARDINAL', 'CARDINAL', 'PERCENT', 'ORG', 'PERCENT', 'ORG', 'PERCENT', 'TIME', 'CARDINAL', 'CARDINAL', 'ORG', 'ORG', 'ORG']","[198, 377, 402, 457, 466, 485, 639, 645, 682, 726, 794, 881, 887, 1087]","[210, 382, 405, 461, 468, 489, 643, 649, 690, 729, 798, 885, 914, 1090]",False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5865423\sections\1_body\1_methods\2_control_population\1_p.xml,"The control population was derived from cases reported to the CIBMTR.
 ",[CIBMTR],['ORG'],[62],[68],False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5865423\sections\1_body\1_methods\3_conditioning_regimens_and\1_p.xml,"All patients received Bu as part of the preparative regimen. Patients receiving MA conditioning were treated with either Bu 3.2 mg/kg/day (days −7 to −4) and Cy 60 mg/kg/day (days −3 and −2) or Bu 3.2 mg/kg/day (days 5- to −2) and fludarabine (Flu) 30 mg/m
 ","[Bu, 3.2, 30]","['PERSON', 'CARDINAL', 'CARDINAL']","[22, 124, 249]","[24, 127, 251]",False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5865423\sections\1_body\1_methods\4_study_design\1_p.xml,"The primary objective of this study was to compare the probability of grades II-IV aGvHD-free survival at day 180 post-transplant between recipients of Toc, Tac and MTX and a contemporary control population who received Tac/MTX-based GvHD prophylaxis. Pre-specified secondary objectives of the study were to compare chronic (c)GvHD, transplant related mortality (TRM), disease relapse or progression, disease-free survival (DFS) and overall survival (OS) between Toc/Tac/MTX and Tac/MTX CIBMTR controls. 
 ","[II-IV, day 180, Tac, Tac, GvHD, Toc/Tac/MTX]","['PERSON', 'DATE', 'PERSON', 'PERSON', 'PERSON', 'ORG']","[77, 106, 157, 220, 234, 463]","[82, 113, 160, 223, 238, 474]",False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5865423\sections\1_body\1_methods\5_outcome_assessments\1_p.xml,"Neutrophil recovery was defined as the first of three consecutive days with an absolute neutrophil count (ANC)>500. Platelet engraftment was defined as the first day of a sustained platelet count above 20,000 without any platelet transfusions for the preceding seven days. Five patients who received reduced intensity transplants never dropped their platelet count below 20,000. In these patients, the date of platelet recovery was defined as the first day that the platelet count increased after its nadir. The grade of aGvHD was determined using the Glucksberg scale.
 ","[first, three consecutive days, the first day, 20,000, the preceding seven days, Five, 20,000, the first day, Glucksberg]","['ORDINAL', 'DATE', 'DATE', 'CARDINAL', 'DATE', 'CARDINAL', 'CARDINAL', 'DATE', 'ORG']","[39, 48, 152, 202, 247, 273, 371, 443, 552]","[44, 70, 165, 208, 271, 277, 377, 456, 562]",False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5865423\sections\1_body\1_methods\6_statistical_analysis\1_p.xml,"The probabilities of DFS, aGvHD-free survival, and OS were calculated using the Kaplan-Meier estimator. The probabilities of neutrophil and platelet engraftment, TRM, disease progression/relapse, and aGvHD and cGvHD were calculated using the cumulative incidence estimator. GvHD was calculated using disease progression/relapse or death as competing risks. Matching criteria for controls consisted of age within 5 years; performance score (≥90 
 ","[Kaplan-Meier, GvHD, 5 years]","['ORG', 'PERSON', 'DATE']","[80, 274, 412]","[92, 278, 419]",False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5865423\sections\1_body\1_methods\7_other_detailed_methods\1_p.xml,"Serum cytokine and immune reconstitution analyses are described in 
 ",[Serum],['ORG'],[0],[5],False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5865423\sections\1_body\2_results\1_patient_characteristics\1_p.xml,"From January 29, 2015 to June 30, 2016, 35 patients were enrolled in the study. The demographic data for this population is detailed in 
 ","[January 29, 2015 to June 30, 2016, 35]","['DATE', 'CARDINAL']","[5, 40]","[38, 42]",False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5865423\sections\1_body\2_results\2_engraftment_and_chimerism\1_p.xml,"There were no cases of graft rejection. The median time to an ANC>500 was 18 days (range: 14-26) (
 ","[18 days, 14-26]","['DATE', 'CARDINAL']","[74, 90]","[81, 95]",False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5865423\sections\1_body\2_results\3_gvhd__transplant_related_\1_p.xml,"The cumulative incidence of grades II-IV aGvHD at days 100 and 180 was 14% (95% CI 5-30%) and 17% (95% CI 7-35%), respectively, (
 ","[II-IV, 14%, 95%, 5-30%, 17%, 95%, 7-35%]","['PERSON', 'PERCENT', 'PERCENT', 'PERCENT', 'PERCENT', 'PERCENT', 'PERCENT']","[35, 71, 76, 83, 94, 99, 106]","[40, 74, 79, 88, 97, 102, 111]",False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5865423\sections\1_body\2_results\4_side_effects_and_infectio\1_p.xml,"There were no infusion-related reactions associated with the administration of Toc. The major immediate Toc-associated side effect within the first 28 days post-transplantation was the development of grade III liver toxicity. Nine patients (26%) had ≥ grade III ALT elevations, two patients (6%) had ≥ grade III AST levels and one patient had a grade IV bilirubin elevation. Transaminase elevations typically peaked 7-10 days after infusion, and were transient in all patients, eventually returning to baseline. The marked bilirubin level in one patient was ascribed to total parenteral nutrition administration after a biopsy revealed no evidence of GvHD or any other underlying pathology. No patient developed veno-occlusive disease of the liver. A total of 23 grade III or higher infectious complications were observed in 13 patients during the first 100 days. Fifteen of these were due to bacterial infections, of which 11 were bloodstream (staphylococcus epidermidis [n=6], bacillus cereus [n=1], strep oralis [n=1], strep mitis [n=1], polymicrobial sepsis [n=1], vancomycin-resistant enterococcus [n=1]), two urinary tract (
 ","[the first 28 days, Nine, 26%, ≥, two, 6%, ≥, one, 7-10 days, one, GvHD, 23, III, 13, the first 100 days, Fifteen, 11, two]","['DATE', 'CARDINAL', 'PERCENT', 'PERSON', 'CARDINAL', 'PERCENT', 'PERSON', 'CARDINAL', 'DATE', 'CARDINAL', 'PERSON', 'CARDINAL', 'ORG', 'CARDINAL', 'DATE', 'CARDINAL', 'CARDINAL', 'CARDINAL']","[138, 226, 241, 250, 278, 292, 300, 327, 416, 542, 651, 760, 769, 825, 844, 864, 924, 1111]","[155, 230, 244, 251, 281, 294, 301, 330, 425, 545, 655, 762, 772, 827, 862, 871, 926, 1114]",False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5865423\sections\1_body\2_results\5_inflammatory_cytokine_ana\1_p.xml,"To examine how the administration of Toc altered inflammatory cytokine production, we assayed serum cytokine levels (IL-2, IL-4, IL-6, IL-10, IL-17A, tumor necrosis factor α [TNF-α] and interferon g [IFN-g]) and soluble (s)IL-6R levels in the peripheral blood of patients who received Toc (n=35) as well as a control population (n=11) which had the same trial eligibility criteria, but did not receive this agent (see patient demographics in 
 ","[IL-6, IL-10, IL-17A]","['ORG', 'PRODUCT', 'PRODUCT']","[129, 135, 142]","[133, 140, 148]",False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5865423\sections\1_body\2_results\6_immune_reconstitution\1_p.xml,"Patients were tested by multi-parameter flow cytometry for reconstitution of lymphocytes and major lymphocyte subsets (CD3
 ",[],[],[],[],False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5865423\sections\1_body\2_results\7_comparison_to_a_matched_c\1_p.xml,"From the CIBMTR database, four controls were identified for 30 patients, three controls for three patients, and two and one control for one patient each. The baseline characteristics for the patients in the phase 2 trial and the control cohort are detailed in 
 ","[CIBMTR, four, 30, three, three, two, one, one, 2]","['ORG', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'CARDINAL']","[9, 26, 60, 73, 92, 112, 120, 136, 213]","[15, 30, 62, 78, 97, 115, 123, 139, 214]",False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5865423\sections\1_body\3_discussion\1_p.xml,"Inflammatory cytokine production is a proximate event in the pathophysiology of aGvHD.
 ",[],[],[],[],False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5866890\sections\1_body\0_1__introduction\1_p.xml,"The aphtha is a lesion of the oral mucous tissue characterized by the presence of a very painful ulcer. It can be found alone or it can occur in groups in several different places in the oral cavity. At the beginning it gives the patient a feeling of itchiness or a burning sensation in the mouth where a lesion will appear in one or two days. The aphtous ulcer has an oval form and has a diameter from a minimum of 3 to 4 mms to a maximum of 10 to 15 mms. Its floor color is a white or yellow, and around it is an area which is extremely hyperemic due to the inflammation taking place which can cause submandibular lymph nodes swelling and pain. The pain can extend to the dental arch and is often confused with toothache. As days pass, a whitey-grey spot is formed which consists of fibrin deposits [
 ","[one or two days, 3 to 4, 10 to 15]","['DATE', 'CARDINAL', 'CARDINAL']","[327, 416, 443]","[342, 422, 451]",False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5866890\sections\1_body\1_2__materials_and_methods\1_p.xml,Difficulty in producing sounds or speech again is represented in analytical scale with 0 representing the normal ability to produce sounds and 5 representing the impossibility to talk at all.,"[0, 5]","['CARDINAL', 'CARDINAL']","[87, 143]","[88, 144]",False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5866890\sections\1_body\1_2__materials_and_methods\5_2_1__statistical_analysis\1_p.xml,"We conducted a logistic regression to determine the effect of the anaesthetic, vitamins, and medicines. We studied their effects on lesion duration, pain, eating difficulties, swallowing, and difficulties in speech (Figures 
 ",[],[],[],[],False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5866890\sections\1_body\2_3__results\1_p.xml,"80 patients have been selected for this study: 36 females and 44 males between the ages of 19 and 65 with the mean age being 39,5 years. ","[80, 36, 44, between the ages of 19 and 65, 39,5 years]","['CARDINAL', 'CARDINAL', 'CARDINAL', 'DATE', 'DATE']","[0, 47, 62, 71, 125]","[2, 49, 64, 100, 135]",False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5866890\sections\1_body\2_3__results\9_p.xml,"
 ",[],[],[],[],False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5866890\sections\1_body\3_4__discussion\1_p.xml,"In the treatment of aphthous lesions, anaesthetics such as Lidocaine and Diclofenac have been used for some time. However the length of time these anaesthetics bring relief is brief [
 ","[Lidocaine, Diclofenac]","['GPE', 'PERSON']","[59, 73]","[68, 83]",False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5866890\sections\1_body\4_5__conclusions\1_p.xml,"From our research it has been proved without doubt that the use of local anaesthetics is able to improve all the symptoms caused by aphthous lesions in the oral cavity. In particular, Ropivacaine has been shown to have a rapid and long-lasting effect on the pain symptom which greatly improved the quality of life in patients suffering from aphthae. Moreover, patients who used the combined treatment of vitamins and topical drugs healed faster. The outcome of our research shows that combined therapy of anaesthetic-topical medicine and vitamins was able to give a dependable solution for patients with oral aphthosis guaranteeing less pain and less suffering from the disease and reducing the length of the appearance.",[Ropivacaine],['PERSON'],[184],[195],False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5866890\sections\2_back\0_conflicts_of_interest\1_p.xml,The authors declare that there are no conflicts of interest regarding the publication of this paper.,[],[],[],[],False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5891950\sections\1_body\0_background\1_p.xml,"Mesenchymal stem cells (MSCs) have been evaluated as a potential treatment for a variety of diseases, including neurological [
 ",[],[],[],[],False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5891950\sections\1_body\1_methods\10_detection_of_anti_bsa_ant\1_p.xml,"An enzyme-linked immunosorbent assay (ELISA) was adapted to detect antibodies directed against the primary bovine protein in FBS, bovine serum albumin (BSA) [
 ","[ELISA, FBS, BSA]","['ORG', 'ORG', 'ORG']","[38, 125, 152]","[43, 128, 155]",False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5891950\sections\1_body\1_methods\11_statistical_analysis\1_p.xml,"CSF parameters prior to and after ASC injection were compared using a paired student’s 
 ",[CSF],['ORG'],[0],[3],False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5891950\sections\1_body\1_methods\1_animal_selection\1_p.xml,"For healthy horses, six clinically healthy adult mares of Thoroughbred (
 ","[six, Thoroughbred (
 ]","['CARDINAL', 'ORG']","[20, 58]","[23, 74]",False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5891950\sections\1_body\1_methods\2_study_design\1_p.xml,"This was a non-blinded, randomized study.",[],[],[],[],False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5891950\sections\1_body\1_methods\3_csf_collection_and_analys\1_p.xml,"CSF was collected per routine protocol utilizing published anatomical landmarks from the AO or LS space prior to ASC injection and at 30 days postinjection. The CSF was submitted for complete cytological analysis at the William R. Pritchard Veterinary Medical Teaching Hospital (VMTH), UC Davis. Due to the observed and reported seroprevalence in our area [
 ","[CSF, AO, CSF, VMTH, UC Davis]","['ORG', 'ORG', 'ORG', 'PERSON', 'ORG']","[0, 89, 161, 279, 286]","[3, 91, 164, 283, 294]",False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5891950\sections\1_body\1_methods\4_mesenchymal_stem_cells__m\1_p.xml,"ASCs (passage (P)2–P4) were used for injections into healthy and neurologically diseased horses. These cells were obtained from the UC Davis VMTH Regenerative Medicine Laboratory (RML). These samples were originally submitted for MSC expansion for autologous patient treatment. Excess cells not used for treatment were donated for research purposes with written consent of the owner. Cryopreserved MSCs were thawed, washed, and expanded in culture exactly as previously described [
 ","[the UC Davis VMTH Regenerative Medicine Laboratory, RML]","['ORG', 'ORG']","[128, 180]","[178, 183]",written consent
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5891950\sections\1_body\1_methods\5_gfp_transduction_method\1_p.xml,"The eGFP/luciferase lentivirus (pCCLc-MNDU3-LUC-PGK-EGFP-WPRE) [
 ",[],[],[],[],False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5891950\sections\1_body\1_methods\6_radiolabeling_with_99mtc_\1_p.xml,"ASCs were labeled with 20 mCi of 
 ",[20 mCi],['QUANTITY'],[23],[29],False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5891950\sections\1_body\1_methods\7_intrathecal_asc_injection\1_p.xml,"For healthy horses, 100 × 10
 ","[100, ×, 10]","['CARDINAL', 'GPE', 'CARDINAL']","[20, 24, 26]","[23, 25, 28]",False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5891950\sections\1_body\1_methods\8_tracking_of_ascs\1_short_term_tracking_in_he\1_scintigraphic_imaging\1_p.xml,"Images were acquired using a gamma camera (IS2 medical Systems, Ottawa, Canada) with a low-energy all-purpose collimator set at 140 keV photoelectric peak and 20% symmetrical window. Lateral images of the spine from the head to the sacrum were obtained using a 1-min static acquisition immediately postinjection and at 30 min, 1 h, 5 h, and 24 h after injection. Small radioactive markers were placed as landmarks for scintigraphic acquisition. Radiographs (Eklin EDR-6, Sound-Eklin, Carlsbad, CA, USA) of the vertebral column from the head to the sacrum were obtained the day after scintigraphy with radiopaque markers in a similar location to the radioactive markers.","[Images, Systems, Ottawa, Canada, 140, 20%, 1, 30, 1, 5, 24, Radiographs, Eklin EDR-6, Sound-Eklin, Carlsbad, USA, the day]","['GPE', 'GPE', 'GPE', 'GPE', 'CARDINAL', 'PERCENT', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'ORG', 'ORG', 'PERSON', 'PERSON', 'GPE', 'DATE']","[0, 55, 64, 72, 128, 159, 261, 319, 327, 332, 341, 445, 458, 471, 484, 498, 569]","[6, 62, 70, 78, 131, 162, 262, 321, 328, 333, 343, 456, 469, 482, 492, 501, 576]",False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5891950\sections\1_body\1_methods\8_tracking_of_ascs\1_short_term_tracking_in_he\2_scintigraphic_interpretat\1_p.xml,"The presence and distribution of the radioactive signal was assessed subjectively by a board-certified radiologist using the radioactive markers for anatomical localization based on correlation with the radiographs. The persistence at the injection site was quantified over time. A region of interest (ROI) was drawn using the free-hand ROI tool of the DICOM viewer software (Osirix Foundation, Geneva, Switzerland). Persistence was defined as the ratio of detected counts corrected for decay in the ROI at each time point divided by the number of counts initially present in the ROI.","[DICOM, Osirix Foundation, Geneva, Switzerland]","['PERSON', 'ORG', 'GPE', 'GPE']","[353, 376, 395, 403]","[358, 393, 401, 414]",False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5891950\sections\1_body\1_methods\8_tracking_of_ascs\2_tracking_in_neurologicall\1_necropsy_and_sample_colle\1_p.xml,"A full nervous system necropsy was performed 15 days (
 ",[15 days],['DATE'],[45],[52],False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5891950\sections\1_body\1_methods\9_anti_asc_alloantibody_flo\1_p.xml,"To determine if healthy horses developed any anti-MSC alloantibodies after intrathecal administration of allogenic ASCs, we performed a crossmatch assay exactly as previously described [
 ",[],[],[],[],False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5891950\sections\1_body\2_results\1_asc_injection_into_health\1_high_dose_intrathecal_asc\1_p.xml,"ASC administration was readily performed in both standing (LS) and laterally recumbent anesthetized horses (AO). No adverse events were noted during or after ASC administration. The complete blood count and biochemical profile showed no alterations prior to or after ASC injection (with or without 
 ",[],[],[],[],False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5891950\sections\1_body\2_results\1_asc_injection_into_health\2_high_dose_intrathecal_adm\1_p.xml,"There were no statistical differences between AO and LS CSF parameters prior to or after ASC administration; as such, the groups were combined for further analysis. In addition, there were no significant differences in CSF total protein, nucleated cell count, or cell differential prior to or after ASC administration (
 ","[AO, CSF, ASC]","['ORG', 'ORG', 'ORG']","[46, 219, 299]","[48, 222, 302]",False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5891950\sections\1_body\2_results\1_asc_injection_into_health\3_ascs_administered_ao_dist\1_p.xml,"Immediately after AO injection of radiolabeled ASCs, a radioactive signal was identified with the maximal intensity at the site of injection and extending cranially into the caudal aspect of the cranial vault and caudally to the level of the second cervical vertebra (Fig. 
 ","[AO, second, Fig]","['ORG', 'ORDINAL', 'PERSON']","[18, 242, 268]","[20, 248, 271]",False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5891950\sections\1_body\2_results\1_asc_injection_into_health\4_horses_did_not_develop_an\1_p.xml,"No horses (0/4) developed detectable anti-ASC alloantibodies. Percent specific IgG binding ranged from 0 to 2.8% at all time points with no change from baseline (time 0), 30 days, or 14 months following Ad-MSC administration in any of the horses.","[0/4, anti-ASC, IgG, 0, 2.8%, 0, 30 days, 14 months, Ad-MSC]","['CARDINAL', 'NORP', 'ORG', 'CARDINAL', 'PERCENT', 'CARDINAL', 'DATE', 'DATE', 'ORG']","[11, 37, 79, 103, 108, 167, 171, 183, 203]","[14, 45, 82, 104, 112, 168, 178, 192, 209]",False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5891950\sections\1_body\2_results\1_asc_injection_into_health\5_horses_did_not_develop_an\1_p.xml,"Three of the four horses had high titers to BSA at day 0 and those titers remained high at day 30 and at 14 months following Ad-MSC administration. One horse had a low positive titer to BSA at day 0 and that titer remained low at day 30 following Ad-MSC administration. This horse converted to a high BSA titer at the 14 month recheck, likely due to recent vaccination.","[Three, four, BSA, day 0, day 30, 14 months, Ad-MSC, One, BSA, day 0, day 30, Ad-MSC, BSA, 14 month]","['CARDINAL', 'CARDINAL', 'ORG', 'DATE', 'DATE', 'DATE', 'ORG', 'CARDINAL', 'ORG', 'DATE', 'DATE', 'ORG', 'ORG', 'DATE']","[0, 13, 44, 51, 91, 105, 125, 148, 186, 193, 230, 247, 301, 318]","[5, 17, 47, 56, 97, 114, 131, 151, 189, 198, 236, 253, 304, 326]",False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5891950\sections\1_body\2_results\2_asc_injection_into_neurol\1_p.xml,"ASCs labeled with GFP (Fig. 
 ","[GFP, Fig]","['ORG', 'PERSON']","[18, 23]","[21, 26]",False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5891950\sections\1_body\2_results\3_post_mortem_examination_f\1_p.xml,"All diseased horses were subject to a complete post-mortem examination that showed lesions consistent with equine CVCM. Chiefly, spinal cords from affected animals exhibited swollen myelin sheaths, axonal swelling and spheroid formation, digestion chamber formation, and multifocal glial nodules. Affected spinal cord segments ranged in severity but were typically most severely affected in C4 to C6 (Additional file 
 ",[C4],['CARDINAL'],[391],[393],False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5891950\sections\1_body\3_discussion\1_p.xml,"Neurological diseases of horses are important causes of ataxia, weakness, and decreased performance. The pathophysiology of various neurologic diseases can be complex, multifactorial, and/or poorly understood. Depending on etiology, certain neurologic conditions can represent a therapeutic challenge, especially those that result in profound brain and spinal cord injury [
 ",[],[],[],[],False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5891950\sections\1_body\3_discussion\9_p.xml,"The concern about the presence of the free label was the justification for performing a control injection. The similar distribution of the labeled ASCs and the free label suggest that both are distributing following the CSF flow which is mainly unidirectional from cranial to caudal [
 ",[CSF],['ORG'],[220],[223],False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5891950\sections\1_body\4_conclusions\1_p.xml,"Our results demonstrate that AO and LS intrathecal injection of allogeneic ASCs is safe and easy to perform in horses. Additionally, due to the flow of CSF from cranial to caudal, AO administration of ASCs had a better distribution within the subarachnoid space and presumably to the spinal cord from the cervical to the lumbosacral region, suggesting that this approach might be more suitable for cranial lesions in the spinal cord. ASCs could not be found at 15 days after injection at the site of injury in horses with CVCM, suggesting that ASCs did not have time to reach the lesion site or that ASCs did not stay/survive in the spinal cord for this period of time in a high enough number to be detected. Additional work needs to be performed to determine if multiple intrathecal allogeneic MSC injections are well tolerated as well as the efficacy of MSCs to treat horses with inflammatory or degenerative lesions of the nervous system.","[AO, CSF, AO, 15 days]","['ORG', 'ORG', 'ORG', 'DATE']","[29, 152, 180, 461]","[31, 155, 182, 468]",False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5891952\sections\1_body\0_background\1_p.xml,"Dermatological diseases are relatively common in diabetic patients, in which they manifest cutaneously as a variety of conditions such as bacterial and fungal infections, diabetic dermopathy, granuloma annulare, and necrobiosis lipoidica diabeticorum [
 ",[],[],[],[],False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5891952\sections\1_body\1_methods\1_patient\1_p.xml,"A 64-year-old male presented to hospital in July 2004 for the sudden occurrence of cutaneous blisters of varying sizes with associated signs and symptoms of cellulitis in the left lateral lower limb, including erythema, edema, increased skin temperature, and tenderness. In May 2005, the patient was re-admitted to the hospital with similar signs and symptoms in the left lower limb when he was diagnosed with diabetes mellitus based on fasting serum glucose level and 2-h postprandial serum glucose (10.06 mmol/L and 14.6 mmol/L, respectively), even though he was not aware of having diabetes mellitus prior to this admission. In addition, this patient had a medical history of hypertension and was previously a smoker. In the following 2 years, the patient had four other hospital admissions due to recurring episodes of cutaneous blistering at the same anatomical location. During the physical examination, multiple clear fluid-filled vesicles of variable dimensions were observed in the left lower limb, surrounded by subcutaneous cellulitis (Fig. 
 ","[64-year-old, July 2004, May 2005, 2, 10.06, 14.6, the following 2 years, four, Fig]","['DATE', 'DATE', 'DATE', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'DATE', 'CARDINAL', 'PERSON']","[2, 44, 274, 469, 501, 518, 724, 763, 1047]","[13, 53, 282, 470, 506, 522, 745, 767, 1050]",False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5891952\sections\1_body\1_methods\2_assessments\1_p.xml,"Peripheral vascular assessment was performed to establish the vascular status in the bilateral lower extremities. Pedal pulses, both the posterior tibialis and the dorsalis pedis artery, were found to be palpable and regular. The left and right ankle brachial index (ABI) was 0.72 and 0.85, respectively. Lower extremity ultrasound revealed atheromatous plaque formation in the tunica intima of the left femoral and popliteal artery, and atherosclerotic plaque formation in the anterior wall of the left femoral artery. Doppler ultrasound demonstrated no vascular abnormalities in major vessels of the left lower limb. Evaluation of the bilateral peripheral arterial system was also achieved with magnetic resonance angiography (MRA). There were no abnormalities in the bilateral internal iliac, external iliac, and femoral artery, except for vessel wall thickening of the left femoral and perforating arteries and enlargement of the left posterior tibial artery. Venography of the left lower limb showed delay in the venous return compared to the contralateral limb. Plain X-ray showed no soft tissue swelling and no bony cortical erosion or periosteal reaction and no subcutaneous gas or osteomyelitis was detected. Combined with the clinical assessments and literature review, recurrent bullosis diabeticorum and cellulitis could be associated with lower limb ischemia and venous stasis. Diabetic neuropathy was excluded through nerve conduct velocity, a gold standard for diagnosis of diabetic neuropathy.","[ABI, 0.72, 0.85, Doppler]","['ORG', 'CARDINAL', 'CARDINAL', 'PERSON']","[267, 276, 285, 520]","[270, 280, 289, 527]",False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5891952\sections\1_body\1_methods\3_preparation_of_bmmscs\1_p.xml,"With reference to our previous research technique [
 ",[],[],[],[],False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5891952\sections\1_body\1_methods\4_transplantation_procedure\1_p.xml,"At the same time, the bullae were de-roofed to drain the wound fluid and uncover the underlying wound bed. After which, the wound was dressed with appropriate wound dressing and the patient received combination antibiotics therapy. As we described in a previous study [
 ",[],[],[],[],False
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC5891952\sections\1_body\2_discussion\1_p.xml,"Without history of trauma, skin manifestations have been suggested to be probable cutaneous markers for early detection of overt diabetes or prediabetes [
 ",[],[],[],[],False
