,parsed,entities,labels,position_start,position_end,has_terms
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6057940\sections\1_body\3_methods\5_animals_and_surgery\1_p.xml,"All animal procedures were carried out in accordance with relevant national and international guidelines and according to the animal protocol approved by the Garvan/St Vincent’s Animal Ethics Committee (Animal ethics number 11/46). M6-Ctrl or M6-Hh (0.75×10
 ","[Garvan, St Vincent’s, 11/46, M6-Ctrl]","['ORG', 'PERSON', 'CARDINAL', 'PERSON']","[158, 165, 224, 232]","[164, 177, 229, 239]",national guidelines
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6064619\sections\1_body\1_methods_design\9_timelines\1_p.xml,Ethics approval was obtained from the Human Research Ethics Committee of the University of Melbourne in October 2016. Ethics approval was obtained from the North Sydney Local Health Districts ethics committee in March 2017 and governance approval from the Northern Sydney Local Health Districts Governance office in July 2017. Recruitment commenced in August 2017 and is anticipated to be completed in December 2019. The trial is due for completion in December 2020 when all participants will have completed 12-month follow-up.,"[the Human Research Ethics Committee, the University of Melbourne, October 2016, the North Sydney Local Health Districts, March 2017, the Northern Sydney Local Health Districts Governance, July 2017, August 2017, December 2019, December 2020, 12-month]","['ORG', 'ORG', 'DATE', 'ORG', 'DATE', 'ORG', 'DATE', 'DATE', 'DATE', 'DATE', 'DATE']","[34, 73, 104, 152, 212, 252, 316, 352, 402, 452, 508]","[69, 100, 116, 191, 222, 305, 325, 363, 415, 465, 516]",ethics committee
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6066484\sections\1_body\1_patients_and_methods\6_statistical_analyses\1_p.xml,"The primary end point of the phase 1 portion of this trial was to assess the maximum tolerated dose (MTD). The phase 1 portion of the study was expected to require a minimum of 6 and a maximum of 12 evaluable patients. For the phase 2 portion of this trial, the primary end point was the rate of complete or very good partial response. A success was defined as a CR or VGPR noted as the objective status on two consecutive evaluations. All patients meeting the eligibility criteria who signed a consent form and received at least one dose of the drug were evaluable for response, with the exception of patients who were determined to be a major treatment violation. The sample size for the phase 2 portion of the study was calculated using a one-stage binomial design. The 6 patients treated at the MTD in the phase 1 portion were also included in the phase 2 portion for overall sample size estimation. A maximum of 35 additional evaluable patients were planned to be accrued at the MTD dose level for a maximum of 41 evaluable patients in the phase 2 portion of this study. An additional 4 patients were accrued to account for ineligibility, cancellation, major treatment violation, or other reasons. With 41 evaluable patients, the study provided 90% power to test the null hypothesis that the ≥ VGPR rate is at most 40% vs. the alternative hypothesis that the ≥ VGPR rate is at least 60%, with a 1-sided significance level of 
 ","[1, 1, 6, 12, 2, CR, VGPR, two, at least one, 2, one, 6, MTD, 1, 2, 35, MTD, 41, 2, An additional 4, 41, 90%, ≥, most 40%, ≥, at least 60%, 1]","['CARDINAL', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'PERSON', 'PERSON', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'ORG', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'ORG', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'PERCENT', 'PERSON', 'PERCENT', 'PERSON', 'PERCENT', 'CARDINAL']","[35, 117, 177, 196, 233, 363, 369, 407, 521, 696, 742, 773, 799, 816, 858, 917, 984, 1016, 1051, 1076, 1208, 1250, 1297, 1315, 1364, 1379, 1400]","[36, 118, 178, 198, 234, 365, 373, 410, 533, 697, 745, 774, 802, 817, 859, 919, 987, 1018, 1052, 1091, 1210, 1253, 1298, 1323, 1365, 1391, 1401]",consent form
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6070095\sections\1_body\3_methods\1_patients_and_clinical_pro\1_p.xml,"We reviewed 53 consecutive adults with relapsed or refractory B-ALL who received 19-28z CAR T cells at MSKCC in a phase I clinical trial (NCT01044069) from May 2010 until August 2016 when the study was completed. This historical cohort study was reviewed and approved by the institutional review board at MSKCC. Details regarding the study design were described elsewhere [
 ","[53, 19-28z, NCT01044069, May 2010, August 2016, MSKCC]","['CARDINAL', 'DATE', 'ORG', 'DATE', 'DATE', 'PERSON']","[12, 81, 138, 156, 171, 305]","[14, 87, 149, 164, 182, 310]",institutional review
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6078186\sections\1_body\1_patients_and_methods\1_study_design\1_p.xml,"This study was conducted in accordance with the ethical principles of Good Clinical Practice and to the latest Declaration of Helsinki amendment. It was reviewed and approved by Severance Hospital Institutional Review Board, and the study information was registered on 
 ","[Good Clinical Practice, Severance Hospital Institutional Review Board]","['ORG', 'ORG']","[70, 178]","[92, 223]",ethical principles
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6078186\sections\1_body\1_patients_and_methods\3_procedures\1_p.xml,"After providing written informed consent, the subjects attended an initial screening visit to undergo screening procedures between 2 and 28 days prior to the first dosing. On Day −1, eligible subjects were admitted to the clinical trials center at Severance Hospital and randomized. After an overnight fast, subjects were administered a single dose of filgrastim on the early morning of Day 1. Either the test or reference drug was administered by the pre-assigned sequence. Blood was drawn for PK and PD evaluation at prespecified time points. On Day 3, the subjects had 48-hour PK/PD samples drawn, underwent a repeated safety assessment, and were discharged from the site. PD sampling after discharge was performed via subsequent visits according to a predetermined time schedule. After a 28-day washout period, period 2 was conducted in a crossover manner. On Day 14±2 of period 2, subjects underwent a follow-up visit for final safety assessments. During the hospital stay and at follow-up, adverse event (AE) monitoring, concomitant medication recording, laboratory analyses (hematology, blood chemistry, coagulation, urinalysis), physical examination, vital signs (blood pressure, pulse rate, and body temperature), and 12-lead ECG were also performed. To examine drug immunogenicity, anti-filgrastim antibodies test was performed at each admission and follow-up.","[2 and 28 days, first, Day −1, Severance Hospital, the early morning of Day 1, Day 3, 48-hour, 28-day, 2, Day 14±2, 2, AE, 12, ECG]","['DATE', 'ORDINAL', 'DATE', 'ORG', 'TIME', 'DATE', 'TIME', 'DATE', 'CARDINAL', 'DATE', 'CARDINAL', 'ORG', 'CARDINAL', 'ORG']","[131, 158, 175, 248, 366, 548, 572, 792, 822, 864, 883, 1011, 1227, 1235]","[144, 163, 181, 266, 392, 553, 579, 798, 823, 872, 884, 1013, 1229, 1238]",informed consent
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6104757\sections\1_body\3_ethics_and_dissemination\1_p.xml,"The study will be conducted according to the principles of the Declaration of Helsinki (Adopted by the 18th World Medical Association (WMA) General Assembly, Helsinki, Finland, June 1964 and amended by the 64th WMA General Assembly, Fortaleza, Brazil, October 2013) and in accordance with the Dutch Medical Research Involving Human Subjects Act (WMO). The study has been approved by the Dutch Central Committee on Research Concerning Human Subjects (protocol number NL51705.000.15).","[the Declaration of Helsinki (Adopted, 18th, World Medical Association, WMA, General Assembly, Helsinki, Finland, June 1964, 64th, WMA General Assembly, Fortaleza, Brazil, October 2013, the Dutch Medical Research Involving Human Subjects Act, the Dutch Central Committee on Research Concerning Human Subjects, NL51705.000.15]","['WORK_OF_ART', 'ORDINAL', 'ORG', 'ORG', 'ORG', 'GPE', 'GPE', 'DATE', 'ORDINAL', 'ORG', 'GPE', 'GPE', 'DATE', 'ORG', 'ORG', 'ORG']","[59, 103, 108, 135, 140, 158, 168, 177, 206, 211, 233, 244, 252, 289, 383, 466]","[95, 107, 133, 138, 156, 166, 175, 186, 210, 231, 242, 250, 264, 344, 448, 480]",protocol number
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6137884\sections\1_body\2_results\1_patient_characteristics\1_p.xml,"Between December 2013 and November 2016, 10 consecutive patients were enrolled and followed up for a period of 12 months according to the study protocol. Baseline characteristics are presented in Table 
 ","[Between December 2013 and November 2016, 10, 12 months, Baseline, Table]","['DATE', 'CARDINAL', 'DATE', 'PERSON', 'ORG']","[0, 41, 111, 154, 196]","[39, 43, 120, 162, 201]",study protocol
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6138767\sections\1_body\5_materials_and_methods\2_study_design\1_p.xml,This randomized phase II trial compared ICT/CCRT with CCRT. The PUL regimen was administered biweekly during ICT and CCRT. Eligible patients were stratified into 4 groups on the basis of 2 factors: tumor resectability (resectable vs unresectable) and disease stage (III vs IV). A consensus on resectability was provided by a multidisciplinary team. Randomization codes were generated independently for each stratum. A permuted block randomization scheme was used to generate the randomization codes so that the number of patients assigned to the 2 treatment arms was approximately equal. The institutional review board of our institution approved this study. Written informed consent was obtained from all patients before therapy.,"[II, ICT, PUL, ICT, CCRT, 4, 2, 2]","['ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'CARDINAL', 'CARDINAL', 'CARDINAL']","[22, 40, 64, 109, 117, 162, 187, 546]","[24, 43, 67, 112, 121, 163, 188, 547]",informed consent
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6141688\sections\1_body\1_materials_and_methods\1_ethical_statement\1_p.xml,"Ethical approval (register number 09-210M, project number CFU-12/09) for the study was obtained from the Regional Ethical Review Board, Umeå, Sweden. All parts of the study were performed according to the Declaration of Helsinki. The patients were included after informed written consent.","[09, the Regional Ethical Review Board, Umeå, Sweden, the Declaration of Helsinki]","['CARDINAL', 'ORG', 'GPE', 'GPE', 'WORK_OF_ART']","[34, 101, 136, 142, 201]","[36, 134, 140, 148, 228]",informed written consent
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6142101\sections\1_body\1_methods\3_design\1_p.xml,"Patients were enrolled by signing a consent form prior to transplantation. Three months following transplantation, upon consent, patients were allocated to the SYT group. Patients who were not interested in taking SYT were allocated to the control group. Both groups continued to receive standard biomedical care from their oncologist. Patients allocated to the treatment group were to receive a batch of SYT once each month for a duration of 6 months. Peripheral blood samples were collected and analyzed on a monthly basis.","[Three months, SYT, SYT, SYT, each month, 6 months, monthly]","['DATE', 'ORG', 'ORG', 'ORG', 'DATE', 'DATE', 'DATE']","[75, 160, 214, 405, 414, 443, 511]","[87, 163, 217, 408, 424, 451, 518]",consent form
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6142101\sections\1_body\2_preliminary_results\1_patients\1_p.xml,"Patients from the Division of Hematology and Oncology of the China Medical University Hospital were consecutively enrolled in the trial from September 1, 2015, onwards. The study protocol was approved by the Institutional Review Board of the China Medical University Hospital (DMR-105-005), and all participants provided informed consent. The trial protocol was made public on 
 ","[the Division of Hematology, the China Medical University Hospital, September 1, 2015, the Institutional Review Board, the China Medical University Hospital]","['ORG', 'ORG', 'DATE', 'ORG', 'ORG']","[14, 57, 141, 204, 238]","[40, 94, 158, 234, 275]",informed consent
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6153548\sections\1_body\1_patients_and_methods\1_study_design_and_particip\1_p.xml,"In this first-in-human, dose-escalation phase I trial, adult patients with relapsed or refractory NHL for whom standard measures did not exist or were no longer effective were enrolled from one European (Switzerland) and five US cancer center sites. To be eligible, patients had to be aged 18 years or older with a histologically confirmed diagnosis of lymphoma limited to DLBCL, FL, MCL, or MZL. Patients were also required to have received at least one prior anti-CD20 based therapeutic regimen, have a life expectancy of greater than 3 months, an Eastern Cooperative Oncology Group Performance status of 2 or lower, and adequate hematological, renal, and hepatic function. Prior therapies resulting in exclusion included chemotherapy or radiation within 3 weeks of study entry, radioimmunotherapy within 2 months of starting study drug, major surgery within 30 days, prior treatment with a CD37-directed agent, and allogenic stem cell transplantation. The trial was conducted in accordance with US Food and Drug Administration regulations, the International Conference on Harmonisation Guidelines for Good Clinical Practice, and the Declaration of Helsinki. The study was compliant with all relevant Institutional Review Board and Independent Ethics Committee requirements and all patients provided written informed consent for participation. The trial is registered at 
 ","[first, NHL, one, European, Switzerland, five, US, 18 years, MCL, MZL, at least one, greater than, Eastern Cooperative Oncology Group Performance, 2, 3 weeks, 2 months, 30 days, US Food and Drug Administration, the International Conference on Harmonisation Guidelines for Good Clinical Practice, the Declaration of Helsinki, Institutional Review Board, Independent Ethics Committee]","['ORDINAL', 'ORG', 'CARDINAL', 'NORP', 'GPE', 'CARDINAL', 'GPE', 'DATE', 'ORG', 'ORG', 'CARDINAL', 'CARDINAL', 'ORG', 'CARDINAL', 'DATE', 'DATE', 'DATE', 'ORG', 'ORG', 'WORK_OF_ART', 'ORG', 'ORG']","[8, 98, 190, 194, 204, 221, 226, 290, 384, 392, 442, 524, 550, 607, 757, 807, 861, 998, 1043, 1132, 1203, 1234]","[13, 101, 193, 202, 215, 225, 228, 298, 387, 395, 454, 536, 596, 608, 764, 815, 868, 1029, 1126, 1159, 1229, 1262]",informed consent
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6160169\sections\1_body\1_materials_and_methods\2_treatment\1_p.xml,"Patients were treated according to national guidelines, which generally included chemotherapy with or without radiotherapy (
 ",[],[],[],[],national guidelines
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6160169\sections\1_body\1_materials_and_methods\8_ethics\1_p.xml,"Ethical approval was obtained by the regional ethics committee in Uppsala, Sweden according to the declaration of Helsinki (2014/020, 2014/020/1, and 2014/233). Informed consent from participants was not required according to the ethics committee. All data were fully anonymized before accessed.","[Uppsala, Sweden, 2014/020/1, 2014/233]","['GPE', 'GPE', 'CARDINAL', 'CARDINAL']","[66, 75, 134, 150]","[73, 81, 144, 158]",ethics committee
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6160434\sections\1_body\1_materials_and_methods\1_study_design__subjects__t\1_p.xml,"This was a single arm Phase II open label, single agent, multicenter clinical trial for subjects with HRNB who had completed standard therapy or therapy for refractory/relapsed disease. Subjects were enrolled onto the Beat Childhood Cancer Trial NMTRC003/003B from June 2012 to February 2016. This trial was approved by the Western Institutional Review Board as well as by local Institutional Review Boards at 22 enrolling hospitals across the United States (Saint Louis University Institutional Review Board, University of California San Diego Human Research Protections Program, Orlando Health/Orlando Regional Healthcare System Institutional Review Board, Medical University of South Carolina Institutional Review Board for Human Research, Chesapeake Research Review, Inc., Spectrum Health Institutional Review Board, Connecticut Children’s Medical Center Institutional Review Board, Children’s Mercy Hospital Pediatric Institutional Review Board, Institutional Review Board for Human Subjects for Baylor College of Medicine and Affiliated Hospitals, Vanderbilt University Human Research Protection Program, Phoenix Children’s Hospital Institutional Review Board, Seton Healthcare Institutional Review Board, Tufts University Health Sciences Institutional Review Board, University of Utah Institutional Review Board, Institutional Review Board of Children’s Hospitals and Clinics of Minnesota, Penn State Milton S. Hershey Medical Center – Penn State College of Medicine – Human Subjects Protection Office - Institutional Review Board, University of Texas Southwestern Medical Center Institutional Review Board, Johns Hopkins Medicine All Children’s Hospital Institutional Review Board, Albert Einstein College of Medicine Institutional Review Board and The Research Institute at Nationwide Children’s Hospital). Prior to study entry, written informed consent from the subject (if 18 or over), or from a parent and/or legal guardian (if under 18 y.o.) for study participation was obtained on all subjects. All methods were performed in accordance with relevant guidelines and regulations. ClinicalTrials.gov Identifiers: NCT01586260 Unique ID: NMTRC 003 Released 4/24/2012 as well as NCT02395666 Unique ID: NMTRC003B Released 3/5/2015.","[the Beat Childhood Cancer Trial NMTRC003/003B, June 2012 to February 2016, the Western Institutional Review Board, Institutional Review Boards, 22, the United States, Saint Louis University Institutional Review Board, University of California San Diego Human Research Protections Program, Orlando Health/Orlando Regional Healthcare System Institutional Review Board, Medical University of South Carolina Institutional Review Board for Human Research, Chesapeake Research Review, Inc., Spectrum Health Institutional Review Board, Connecticut Children’s Medical Center Institutional Review Board, Children’s Mercy Hospital Pediatric Institutional Review Board, Institutional Review Board for Human Subjects for Baylor College of Medicine and Affiliated Hospitals, Vanderbilt University Human Research Protection Program, Phoenix Children’s Hospital Institutional Review Board, Seton Healthcare Institutional Review Board, Tufts University Health Sciences Institutional Review Board, University of Utah Institutional Review Board, Institutional Review Board of Children’s Hospitals, Clinics of Minnesota, Penn State, University of Texas Southwestern Medical Center Institutional Review Board, Johns Hopkins Medicine All Children’s Hospital Institutional Review Board, Albert Einstein College, Medicine Institutional Review Board, The Research Institute, Nationwide Children’s Hospital, 18, under 18 y.o, 003, 4/24/2012, NCT02395666 Unique, 3/5/2015]","['ORG', 'DATE', 'ORG', 'ORG', 'CARDINAL', 'GPE', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'CARDINAL', 'DATE', 'CARDINAL', 'DATE', 'PERSON', 'CARDINAL']","[214, 265, 320, 379, 410, 440, 459, 510, 581, 659, 743, 777, 821, 887, 951, 1054, 1111, 1167, 1212, 1273, 1320, 1375, 1397, 1539, 1615, 1690, 1717, 1757, 1783, 1884, 1940, 2153, 2166, 2187, 2229]","[259, 291, 358, 406, 412, 457, 508, 579, 657, 741, 775, 819, 885, 949, 1052, 1109, 1165, 1210, 1271, 1318, 1370, 1395, 1407, 1613, 1688, 1713, 1752, 1779, 1813, 1886, 1952, 2156, 2175, 2205, 2237]",informed consent
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6175065\sections\1_body\2_methods\1_mrc_myeloma_ix\1_p.xml,"Myeloma IX recruited patients with newly‐diagnosed MM aged ≥18 years from 120 centres in the United Kingdom between 2003 and 2007 and was registered with the appropriate organisation (ISRCTN68454111). All 120 centres reviewed the protocol and all recruited participants gave written informed consent in accordance with the Declaration of Helsinki, with an opt‐in component for the QoL sub‐study. The study was an open‐label randomised, phase III trial with a factorial design in which there were two randomisations. The first included randomised allocation of patients to receive a bisphosphonate (sodium clodronate or zoledronic acid) and induction treatment, either intensive or non‐intensive, determined by the treating clinicians’ assessments in combination with patient performance status and preferences following informed discussion. In the intensive pathway, patients were randomised to receive cyclophosphamide, vincristine, doxorubicin and dexamethasone (CVAD) or oral cyclophosphamide, thalidomide and dexamethasone (CTD) followed by high dose melphalan plus autologous stem cell transplant (ASCT). In the non‐intensive pathway, the randomisation was to attenuated CTD (CTDa) or melphalan and prednisolone (MP). A further randomisation allocated patients to either thalidomide maintenance therapy or observation only. Details of the trial, including the randomisation methods and sample size calculation, have been published elsewhere together with results of primary and secondary endpoints related to treatment effectiveness and safety (Morgan 
 ","[Myeloma, MM, ≥18 years, 120, the United Kingdom, between 2003 and 2007, 120, the Declaration of Helsinki, opt‐in, two, first, zoledronic, CTD, ASCT, CTD, Morgan 
 ]","['ORG', 'ORG', 'DATE', 'CARDINAL', 'GPE', 'DATE', 'CARDINAL', 'WORK_OF_ART', 'NORP', 'CARDINAL', 'ORDINAL', 'NORP', 'ORG', 'ORG', 'ORG', 'ORG']","[0, 51, 59, 74, 89, 108, 205, 319, 356, 496, 520, 619, 1028, 1103, 1176, 1550]","[7, 53, 68, 77, 107, 129, 208, 346, 362, 499, 525, 629, 1031, 1107, 1179, 1559]",informed consent
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6195794\sections\1_body\3_methods\1_trial_design\1_p.xml,"We performed a phase 1/2 open-label multicenter dose-escalation trial in 12 adult participants to evaluate the safety and tolerability of subretinal transplantation of hESC-derived RPE cells. The intervention was unmasked. The study received the approval of the Medicines and Health Products Regulatory Authority, the United Kingdom Gene Therapy Advisory Committee, and the Moorfields Eye Hospital Research Governance Committee. We provided potential candidates with detailed information, including an explanation of the aims of the trial and the possible consequences of participation. Participants provided their written informed consent before enrolment. We performed the study in accordance with the tenets of the Declaration of Helsinki and registered the trial at 
 ","[1/2, 12, RPE, the Medicines and Health Products Regulatory Authority, the United Kingdom Gene Therapy Advisory Committee, the Moorfields Eye Hospital Research Governance Committee, the Declaration of Helsinki]","['CARDINAL', 'CARDINAL', 'ORG', 'ORG', 'GPE', 'ORG', 'WORK_OF_ART']","[21, 73, 181, 258, 314, 370, 714]","[24, 75, 184, 312, 364, 427, 741]",informed consent
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6208687\sections\1_body\1_patients_and_methods\1_data_source\1_p.xml,"The TLN is an open, longitudinal, multicentre, observational, prospective cohort study, which started in 2009. The study was reviewed by the responsible ethics committee and registered at 
 ","[TLN, 2009]","['ORG', 'DATE']","[4, 105]","[7, 109]",ethics committee
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6216432\sections\1_body\2_materials_and_methods\1_study_design_and_overview\1_p.xml,"This study was a phase I, single‐center, and open‐label trial of a single intravenous infusion of autologous umbilical cord blood in 25 children with ASD. All children were initially enrolled in a screening protocol to obtain medical records and information about their banked cord blood unit. All participants' caregivers completed a pre‐study screening interview by phone and provided medical records and videos for review by the study team to determine eligibility for the trial. Children with a confirmed diagnosis of ASD and a qualified banked autologous umbilical cord blood unit were eligible to participate. Written informed consent was obtained for both the screening and the treatment phases of the trial. The trial was approved by the Duke University Health System Institutional Review Board and conducted under IND #15949. Participants and their caregivers traveled to Duke University three times as part of their participation in the study. At their baseline visit, they were evaluated and received a single intravenous autologous cord blood infusion. At 6 and 12 months post‐infusion, participants returned for follow‐up clinical assessments. Additional caregiver interviews and questionnaires were collected at 3 and 9 months post‐infusion.","[25, ASD, ASD, the Duke University Health System Institutional Review Board, IND, Duke University, three, 6 and 12 months, 3 and 9 months]","['CARDINAL', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'CARDINAL', 'DATE', 'DATE']","[133, 150, 522, 742, 823, 881, 897, 1068, 1226]","[135, 153, 525, 802, 826, 896, 902, 1083, 1240]",informed consent
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6224728\sections\1_body\2_methods__participants__in\8_recruitment\1_p.xml,"All patients with myeloma or lymphoma at Karolinska University Hospital and Uppsala University Hospital, and patients with myeloma at the University Hospitals in Linköping and Örebro who are to undergo ASCT will be asked to participate in the study. Information will be given at the time of stem cell apheresis and in material sent to the patient in connection with the invitation letter, with information about admission to the ward for ASCT. Inclusion in the study will take place after written consent on arrival at the ward to be admitted for ASCT. For underage patients (16–17 years), parents will also be informed and asked if they consent to their children’s participation. Estimated time for inclusion is approximately 1.5 years starting from 12
 ","[Karolinska University Hospital, Uppsala University Hospital, the University Hospitals, Linköping, Örebro, ASCT, ASCT, ASCT, (16–17 years, approximately 1.5 years, 12]","['ORG', 'ORG', 'ORG', 'GPE', 'ORG', 'ORG', 'ORG', 'ORG', 'DATE', 'DATE', 'CARDINAL']","[41, 76, 134, 162, 176, 202, 438, 547, 575, 713, 751]","[71, 103, 158, 171, 182, 206, 442, 551, 587, 736, 753]",written consent
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6224728\sections\1_body\2_methods__participants__in\9_patient_and_public_involv\1_p.xml,Comparison of the balance between efficacy and safety for Cooral and ice in the prevention of OM is in the best interest of patients. Patients were not involved in the design of this study or in the recruitment or conduct of the study. The study results will be disseminated to study participants orally and in writing. The burden of the interventions will be assessed by the patients themselves. No patient advisers were involved in the design or conduct of the study.,"[Comparison, Cooral]","['ORG', 'ORG']","[0, 58]","[10, 64]",study participants
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6224728\sections\1_body\5_methods__monitoring\4_auditing\1_p.xml,"The study will be monitored by KTA to ensure that it is carried out in accordance with the established study protocol, Helsinki declaration, ISO14155:2011 and other applicable guidelines and regulations. A monitoring plan has been established.","[KTA, Helsinki, ISO14155:2011]","['ORG', 'PERSON', 'ORG']","[31, 119, 141]","[34, 127, 154]",study protocol
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6224728\sections\1_body\6_ethics_and_dissemination\1_protocol_amendments\1_p.xml,"Important protocol modifications will be communicated by KTA to investigators, trial participants, trial registries, review board, journals and regulators.",[KTA],['ORG'],[57],[60],review board
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6224728\sections\1_body\6_ethics_and_dissemination\2_consent_or_assent\1_p.xml,"Written informed consent (online 
 ",[],[],[],[],informed consent
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6278957\sections\1_body\1_methods\3_ethics\1_p.xml,Forty-six institutions participated in this study. The study was conducted in accordance with the principles of the Declaration of Helsinki. Written informed consent was obtained from each par ticipant before enrollment. The study was approved by the Ethics Committee of Akita University (N. 786) and by all institutional ethic committees that participated in this study. The study was registered with UMIN-CTR (UMIN000005904).,"[Forty-six, the Declaration of Helsinki, the Ethics Committee of Akita University]","['CARDINAL', 'WORK_OF_ART', 'ORG']","[0, 112, 247]","[9, 139, 287]",ethic committe
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6303849\sections\1_body\1_methods_design\8_consent\1_p.xml,"The investigator will explain the details of this clinical trial to potential study subjects, and provide sufficient time for them to consider whether they will participate in the study. Voluntary informed consent will be obtained from the study subjects in a written form. Consent will be documented as being signed and dated by the study subject on the informed consent form. Consent will be obtained in a written form from a parent or a legal guardian or a legally acceptable representative when a study subject is legally incompetent.","[Voluntary, Consent, Consent]","['PERSON', 'ORG', 'ORG']","[187, 274, 378]","[196, 281, 385]",consent form
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6303849\sections\1_body\1_methods_design\9_randomization_and_blindin\1_p.xml,"The study participants will be given a unique identification number, and they will be assigned to either the study-drug group or the control-placebo group. Randomization will be conducted using a web-based randomization program constructed by means of the blocked randomization method. The web-based randomization will be managed by the Medical Research Collaborating Center of Seoul National University Hospital (
 ",[the Medical Research Collaborating Center of Seoul National University Hospital],['ORG'],[333],[412],study participants
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6311293\sections\1_body\1_2__material_and_methods\1_2_1__patients_and_image_s\1_p.xml,"Consecutive patients with newly diagnosed BM referred between 1.1.2011 and 31.12.2014 to radiotherapy at Masaryk Memorial Cancer Institute in Brno, Czech Republic, were included in this retrospective study. Patients with available MRI scan that revealed first BM were eligible for further analysis. This MRI was used to describe spatial distribution of BM in order to avoid bias of previous local treatment of BM in estimation of incidence of hippocampal BM. Basic clinical data was obtained from electronic medical records. All patients signed the informed consent allowing usage of their clinical and imaging data for research purposes in an anonymous form.","[between 1.1.2011 and 31.12.2014, Masaryk Memorial Cancer Institute, Brno, Czech Republic, first]","['CARDINAL', 'ORG', 'GPE', 'GPE', 'ORDINAL']","[54, 105, 142, 148, 254]","[85, 138, 146, 162, 259]",informed consent
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6312024\sections\1_body\1_methods\1_study_population_and_chro\1_p.xml,"Research was conducted with informed consent, Institutional Review Board approval and in accordance with the Declaration of Helsinki. The clinical data used were from 339 patients with incident chronic GvHD enrolled in the Chronic GvHD Consortium study, a pre-existing multicenter prospective observational clinical database.
 ","[Institutional Review Board, the Declaration of Helsinki, 339, GvHD]","['ORG', 'WORK_OF_ART', 'CARDINAL', 'PERSON']","[46, 105, 167, 202]","[72, 132, 170, 206]",informed consent
